#Taxon_ID	Taxon_Rank	Taxon_Name	Probability_Mass
Unclassifiable	Unknown	Unknown	381.123718251464
13675	genus	SCOMBER	114.184503424236
1798534	Unknown	Unknown	97.5963222143693
2759	superkingdom	EUKARYOTA	56.4294457400917
2	superkingdom	BACTERIA	37.9954804390069
278170	subfamily	BALITORINAE	36.2202569751301
33634	no rank	STRAMENOPILES	28.804949024807
186802	order	CLOSTRIDIALES	25.7216765908613
9577	family	HYLOBATIDAE	24.2919649044852
325166	genus	SYMPHALANGUS	24.2919649044852
9590	species	SYMPHALANGUS SYNDACTYLUS	24.2919649044852
357284	species	HOMALOPTERA LEONARDI	22.8898715124341
357283	genus	HOMALOPTERA	22.8898715124341
2836	phylum	BACILLARIOPHYTA	19.8856139257159
9224	family	PSITTACIDAE	15.6240598884346
6029	phylum	MICROSPORIDIA	14.4216508390558
9606	species	HOMO SAPIENS	13.9289628488171
9604	family	HOMINIDAE	13.7409590576861
186801	class	CLOSTRIDIA	13.3998950900707
607660	subfamily	PONGINAE	13.3723938910095
9601	species	PONGO ABELII	13.3723938910095
9599	genus	PONGO	13.3723938910095
314293	infraorder	SIMIIFORMES	12.2494883037384
376913	suborder	HAPLORRHINI	12.2494883037384
9526	parvorder	CATARRHINI	12.2494883037384
100272	species	UNCULTURED EUKARYOTE	11.4351145315733
314295	superfamily	HOMINOIDEA	11.0975156860136
10116	species	RATTUS NORVEGICUS	11.0889901654885
9443	order	PRIMATES	10.9743867435828
55118	family	CLUPEIDAE	10.4555952344148
10114	genus	RATTUS	10.3891216072735
9605	genus	HOMO	10.3369860091261
10020	species	DIPODOMYS ORDII	9.90753877469328
33154	no rank	OPISTHOKONTA	9.59225649368534
30870	family	SCIAENIDAE	9.3129346828093
33213	no rank	BILATERIA	9.31128563784437
314146	superorder	EUARCHONTOGLIRES	9.07633724679629
1224	phylum	PROTEOBACTERIA	8.63818366727513
42254	species	SOREX ARANEUS	8.5899243968112
77133	species	UNCULTURED BACTERIUM	8.5173977247743
55120	subfamily	PELLONULINAE	7.33429584245844
9347	no rank	EUTHERIA	7.21732891988261
862507	subgenus	MUS	7.13395335105449
10090	species	MUS MUSCULUS	7.13395335105449
10088	genus	MUS	7.13395335105449
4751	kingdom	FUNGI	6.95902367385191
64898	family	AQUIFICACEAE	6.7636854092625
1437010	no rank	BOREOEUTHERIA	6.57613519390531
33630	no rank	ALVEOLATA	6.29219412099005
67818	phylum	ATRIBACTERIA	5.9940892581532
33083	order	DICTYOSTELIIDA	5.71547955280721
33183	order	ONYGENALES	5.678154279301
1236	class	GAMMAPROTEOBACTERIA	5.44110459360734
976	phylum	BACTEROIDETES	5.24806502406529
314145	superorder	LAURASIATHERIA	5.18966785341601
763931	species	KOFOIDINIUM CF. PAVILLARDII	5
32525	no rank	THERIA	4.98940375580421
252962	species	OSCARELLA TUBERCULATA	4.931179334744
9596	genus	PAN	4.77654192994846
8783	superorder	PALAEOGNATHAE	4.7555237730197
37347	species	TUPAIA BELANGERI	4.51135829286223
68295	order	THERMOANAEROBACTERALES	4.50826759052605
9989	order	RODENTIA	4.38424296446433
8825	superorder	NEOGNATHAE	4.24449301840753
9598	species	PAN TROGLODYTES	4.17900231615809
112	order	PLANCTOMYCETALES	3.8943988624492
126	family	PLANCTOMYCETACEAE	3.8943988624492
314147	no rank	GLIRES	3.87522796450733
74201	phylum	VERRUCOMICROBIA	3.84991006074415
9978	species	OCHOTONA PRINCEPS	3.7473758759304
2157	superkingdom	ARCHAEA	3.67885455160654
51290	superphylum	CHLAMYDIAE/VERRUCOMICROBIA GROUP	3.6500642112843
68336	superphylum	BACTEROIDETES/CHLOROBI GROUP	3.63962863934739
1157685	species	RHIZOBIUM SP. JGI 0001005 H05	3.49693679326185
367110	no rank	NEUROSPORA CRASSA OR74A	3.3511700995293
67812	phylum	OMNITROPHICA	3.3391026229446
74152	phylum	ELUSIMICROBIA	3.289991875425
186814	family	THERMOANAEROBACTERACEAE	3.28884310060825
405008	species	EUCOMONYMPHA IMLA	3.21522239926816
6032	suborder	APANSPOROBLASTINA	3.159499429917
59463	species	MYOTIS LUCIFUGUS	3.0578614892701
337687	no rank	MUROIDEA	3.01712060099901
9371	species	ECHINOPS TELFAIRI	2.901383013766
1963758	Unknown	Unknown	2.84049838935334
10066	family	MURIDAE	2.83961702613451
39107	subfamily	MURINAE	2.83961702613451
203449	species	UNCULTURED MARINE EUKARYOTE	2.8105307317561
683832	species	CIRRHINUS MRIGALA	2.80933145491928
59897	genus	CIRRHINUS	2.80933145491928
123370	no rank	HOLACANTHOPTERYGII	2.8073287618962
9392	order	SCANDENTIA	2.72373435095923
9394	genus	TUPAIA	2.72373435095923
9393	family	TUPAIIDAE	2.72373435095923
1794811	Unknown	Unknown	2.6936976574865
1783272	Unknown	Unknown	2.6227724021244
9258	species	ORNITHORHYNCHUS ANATINUS	2.5757104433444
7953	family	CYPRINIDAE	2.53609110613955
30727	superfamily	CYPRINOIDEA	2.53609110613955
187300	species	UNCULTURED DINOFLAGELLATE	2.5064721277508
6072	no rank	EUMETAZOA	2.49964350234348
665941	species	COPROBACILLUS SP. 3_3_56FAA	2.43501215376
33317	no rank	PROTOSTOMIA	2.37959130736
9986	species	ORYCTOLAGUS CUNICULUS	2.3139936413347
198507	species	LABEO SENEGALENSIS	2.2799228300578
67820	no rank	MICROGENOMATES	2.2682205626208
33208	kingdom	METAZOA	2.1898029061331
1104615	species	MICROGENOMATES BACTERIUM SCGC AAA011 L05	2.08859089539865
46218	species	COTURNIX CHINENSIS	2.085058498463
