#Taxon_ID	Taxon_Rank	Taxon_Name	Probability_Mass
Unclassifiable	Unknown	Unknown	590.628430918178
13675	genus	SCOMBER	134.391481777624
2759	superkingdom	EUKARYOTA	114.849617351285
1798534	Unknown	Unknown	80.9014573060603
2	superkingdom	BACTERIA	74.9686848261794
33634	no rank	STRAMENOPILES	55.1841340536689
278170	subfamily	BALITORINAE	36.3053947024844
77133	species	UNCULTURED BACTERIUM	34.2658773047055
2836	phylum	BACILLARIOPHYTA	34.0684262442354
10090	species	MUS MUSCULUS	30.41206702184
862507	subgenus	MUS	30.312655117927
10088	genus	MUS	30.312655117927
2157	superkingdom	ARCHAEA	27.3627438151312
100272	species	UNCULTURED EUKARYOTE	25.0338616428901
9577	family	HYLOBATIDAE	22.2824170519131
325166	genus	SYMPHALANGUS	22.2824170519131
9590	species	SYMPHALANGUS SYNDACTYLUS	22.2824170519131
6029	phylum	MICROSPORIDIA	17.1400676474883
10116	species	RATTUS NORVEGICUS	15.6743071103011
33213	no rank	BILATERIA	15.6666339800164
67820	no rank	MICROGENOMATES	15.2873445337433
10114	genus	RATTUS	14.7663511549212
9601	species	PONGO ABELII	13.4062820438251
186802	order	CLOSTRIDIALES	13.097181285042
186801	class	CLOSTRIDIA	12.9265750493911
607660	subfamily	PONGINAE	12.8133851848762
9599	genus	PONGO	12.8133851848762
9604	family	HOMINIDAE	12.6055308410484
1157685	species	RHIZOBIUM SP. JGI 0001005 H05	12.0333415481114
33154	no rank	OPISTHOKONTA	11.3458802038215
357284	species	HOMALOPTERA LEONARDI	11.3408271883172
357283	genus	HOMALOPTERA	11.3408271883172
9606	species	HOMO SAPIENS	10.7536672020547
314293	infraorder	SIMIIFORMES	9.77024435233541
376913	suborder	HAPLORRHINI	9.77024435233541
9526	parvorder	CATARRHINI	9.77024435233541
252962	species	OSCARELLA TUBERCULATA	9.4225931009995
314295	superfamily	HOMINOIDEA	9.29195443644671
64898	family	AQUIFICACEAE	9.05630185996998
9443	order	PRIMATES	8.96091800407964
563835	no rank	CHITINOPHAGACEAE	8.8757277907791
1224	phylum	PROTEOBACTERIA	8.72861475790625
42254	species	SOREX ARANEUS	8.673551292735
203682	phylum	PLANCTOMYCETES	8.579683006044
10020	species	DIPODOMYS ORDII	8.4923417997723
30870	family	SCIAENIDAE	8.4590381514067
1100069	order	BACTEROIDETES ORDER II. INCERTAE SEDIS	8.4352671044
563843	family	RHODOTHERMACEAE	8.4352671044
33630	no rank	ALVEOLATA	8.23624515041727
314146	superorder	EUARCHONTOGLIRES	7.83309802918403
37347	species	TUPAIA BELANGERI	7.74766633038398
9224	family	PSITTACIDAE	7.5863286381109
1437010	no rank	BOREOEUTHERIA	7.38639764838689
1394710	species	CANDIDATE DIVISION WWE3 BACTERIUM RAAC2_WWE3_1	6.97703898578701
422282	no rank	CANDIDATE DIVISION WWE3	6.97703898578701
