#Taxon_ID	Taxon_Rank	Taxon_Name	Probability_Mass
Unclassifiable	Unknown	Unknown	1066.9706472524
1280	species	STAPHYLOCOCCUS AUREUS	599.80290384077
1409439	no rank	STAPHYLOCOCCUS AUREUS AMMC6071	512.746447161377
46170	subspecies	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS	483.473930155742
77133	species	UNCULTURED BACTERIUM	224.88525916801
418127	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MU3	204.072048317067
548475	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS TCH70	185.927329488734
985006	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS LGA251	129.97395813127
869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	123.350347364346
1201010	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS SA957	121.781526730245
585144	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 58 424	111.794298031313
904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	105.483276632374
189668	species	UNCULTURED STAPHYLOCOCCUS SP.	103.703065061231
523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	66.9620300416797
1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	66.8682542539577
985002	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MSHR1132	49.3085984362127
1279	genus	STAPHYLOCOCCUS	36.695232967447
100272	species	UNCULTURED EUKARYOTE	28.4262707885199
123370	no rank	HOLACANTHOPTERYGII	21.2803888372791
303732	family	ARACANIDAE	15.1591425586081
270562	species	BRANCHIOSTEGUS JAPONICUS	14.6532330297714
496922	species	CORAL METAGENOME	14.5960546891453
203449	species	UNCULTURED MARINE EUKARYOTE	11.3802172299745
98376	species	PSEUDOLABRUS EOETHINUS	11.0419197945317
410048	species	STAPHYLOCOCCUS SP. M210	10.9547958379768
32485	no rank	PERCOMORPHA	10.8626354284606
7935	genus	ANGUILLA	10.1897509527933
7934	family	ANGUILLIDAE	10.1897509527933
8112	suborder	PERCOIDEI	10.1431898010609
45972	species	STAPHYLOCOCCUS PASTEURI	7.51282866679496
246432	species	STAPHYLOCOCCUS EQUORUM	7.504236661999
384598	species	OSTRACION IMMACULATUS	7.35568202279355
94238	genus	OSTRACION	7.35568202279355
403947	species	STAPHYLOCOCCUS SP. SKM20 7 9	7.28026447347284
33317	no rank	PROTOSTOMIA	5.8732451722469
545418	species	BRANCHIOSTEGUS ARGENTATUS	5.825709038502
61015	species	STAPHYLOCOCCUS SUCCINUS	5.4267667162879
1282	species	STAPHYLOCOCCUS EPIDERMIDIS	5.2980852978929
30851	family	MALACANTHIDAE	5.22447162111246
270561	genus	BRANCHIOSTEGUS	5.22447162111246
545419	subfamily	LATILINAE	5.22447162111246
539738	no rank	BACILLALES FAMILY XI. INCERTAE SEDIS	4.5526421231154
1378	genus	GEMELLA	4.5526421231154
81636	species	MICROMESISTIUS POUTASSOU	4.53721660417817
81635	genus	MICROMESISTIUS	4.53721660417817
7940	species	ANGUILLA AUSTRALIS	4.53403105637175
86961	subspecies	ANGUILLA AUSTRALIS AUSTRALIS	4.53403105637175
30862	family	POMACANTHIDAE	4.39765442988536
283007	species	PHYTOPHTHORA IPOMOEAE	4.23524154723247
415603	species	INFUNDIBULOMYCES SP. NR 2006A	4.16962922312697
33695	species	TUBULINOSEMA KINGI	4.16852666564857
1105096	no rank	RICKETTSIA PROWAZEKII STR. BUV67 CWPP	4.11111111111147
35802	no rank	BRUCELLA ABORTUS BV. 1	4.11111111111147
797300	no rank	BURKHOLDERIA PSEUDOMALLEI BP22	4.11111111111147
348708	species	COREGONUS OXYRINCHUS	4.11111111111147
235	species	BRUCELLA ABORTUS	4.11111111111147
131567	no rank	CELLULAR ORGANISMS	4.11111111111147
262698	no rank	BRUCELLA ABORTUS BV. 1 STR. 9 941	4.11111111111147
1051056	no rank	BRUCELLA ABORTUS BV. 1 STR. NI474	4.11111111111147
2	superkingdom	BACTERIA	3.6603689682377
88069	species	BACILLIDIUM SP.	3.6570239039088
68335	genus	COPROTHERMOBACTER	3.5970533227789
308354	species	STAPHYLOCOCCUS SIMIAE	3.54012724288375
911238	no rank	STAPHYLOCOCCUS SIMIAE CCM 7213	3.54012724288375
405008	species	EUCOMONYMPHA IMLA	3.43854692399921
7244	species	DROSOPHILA VIRILIS	3.425686299888
39152	species	METHANOCOCCUS MARIPALUDIS	3.182296453185
646392	species	STAPHYLOCOCCUS SP. D182	3.0808539277352
693272	species	CAFETERIA ROENBERGENSIS VIRUS BV PW1	3.077228108475
319757	species	LACTORIA DIAPHANA	3.0647466979022
319756	genus	LACTORIA	3.0647466979022
81641	family	LOTIDAE	3.02480645211978
69943	genus	LOTA	3.02480645211978
69944	species	LOTA LOTA	3.02480645211978
586789	species	CENTROPYGE LORICULA	3.013288923159
109718	genus	CENTROPYGE	3.013288923159
39383	species	TEMNOCEPHALA SP.	2.652277606379
473141	species	EPEIROTYPUS BREVIPES	2.612884858052
93062	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS COL	2.5966474957472
9055	species	PHASIANUS VERSICOLOR	2.557356289437
170407	species	HALIMEDA BORNEENSIS	2.54930865862
315267	species	UNCULTURED FRESHWATER EUKARYOTE	2.3507550949443
48165	species	ANGUILLA REINHARDTII	2.3241311390144
187300	species	UNCULTURED DINOFLAGELLATE	2.30815820608882
448029	species	ARGYROSOMUS JAPONICUS	2.251345103875
172268	genus	ARGYROSOMUS	2.251345103875
143344	species	HELICOLENUS HILGENDORFI	2.24968911878875
143343	genus	HELICOLENUS	2.24968911878875
61127	species	ANGUILLA DIEFFENBACHII	2.228304842657
423478	species	KUDOA UNICAPSULA	2.169583080105
175245	species	UNCULTURED FUNGUS	2.156735622601
408169	no rank	METAGENOMES	2.08226066727925
12908	no rank	UNCLASSIFIED SEQUENCES	2.08226066727925
696790	species	STAPHYLOCOCCUS SP. H185	2.0399414482555
1375	genus	AEROCOCCUS	2
86963	species	ANGUILLA MEGASTOMA	2
2157	superkingdom	ARCHAEA	1.9100766169552
215363	species	CHAETODONTOPLUS SEPTENTRIONALIS	1.8887200670186
109720	genus	CHAETODONTOPLUS	1.8887200670186
136464	species	SACCAMOEBA LIMAX	1.846978850386
186807	family	PEPTOCOCCACEAE	1.687011818681
444158	no rank	METHANOCOCCUS MARIPALUDIS C6	1.668313213389
426368	no rank	METHANOCOCCUS MARIPALUDIS C7	1.668313213389
28185	species	SPIROCHAETA SP.	1.659541759098
216950	species	DIDYMORCHIS SP. AUSTRALIA DTJL 2002	1.6451637863606
33213	no rank	BILATERIA	1.639353942754
152704	species	UNCULTURED STRAMENOPILE	1.6342241892772
402880	no rank	METHANOCOCCUS MARIPALUDIS C5	1.623553060113
2806	class	FLORIDEOPHYCEAE	1.6106872138461
267377	no rank	METHANOCOCCUS MARIPALUDIS S2	1.558743393073
371003	species	STAPHYLOCOCCUS SP. E2	1.4985347245289
175274	species	UNCULTURED ALVEOLATE	1.4967684758823
214486	species	SEBASTES SCHLEGELII	1.46955032263365
34820	genus	SEBASTES	1.46955032263365
562983	no rank	GEMELLA SANGUINIS M325	1.4403503354698
84135	species	GEMELLA SANGUINIS	1.4403503354698
216952	species	TEMNOSEWELLIA MINOR	1.4392915393966
1293	species	STAPHYLOCOCCUS GALLINARUM	1.4107801707672
8783	superorder	PALAEOGNATHAE	1.3988785215675
155900	species	UNCULTURED ORGANISM	1.3604974196758
1159204	no rank	MYCOPLASMA GALLISEPTICUM NC08_2008.031 4 3P	1.348506245328
1437839	species	MYCOBACTERIUM PHAGE ECHILD	1.346614186422
1006581	no rank	MYCOPLASMA GALLISEPTICUM S6	1.341739123756
385043	species	UNCULTURED SYNDINIALES	1.305833899998
120858	species	UNCULTURED EPSILON PROTEOBACTERIUM	1.2925963697443
5810	genus	TOXOPLASMA	1.19345709773875
5811	species	TOXOPLASMA GONDII	1.19345709773875
4113	species	SOLANUM TUBEROSUM	1.1754276926926
1437183	no rank	MESANGIOSPERMAE	1.152932996284
2759	superkingdom	EUKARYOTA	1.14407590205
8065	family	BATRACHOIDIDAE	1.13907316357758
8064	order	BATRACHOIDIFORMES	1.13907316357758
367110	no rank	NEUROSPORA CRASSA OR74A	1.1336566468504
390235	no rank	PSEUDOMONAS PUTIDA W619	1.116347954128
321164	species	SCOMBEROMORUS NIPHONIUS	1.10519541459168
8578	family	COLUBRIDAE	1.0731399505649
552923	species	THIOTHRIX SP. ECTOSYMBIONT OF NIPHARGUS ICTUS	1.0524529544506
90964	family	STAPHYLOCOCCACEAE	1.0511658364062
5022	species	LEPTOSPHAERIA MACULANS	1.0510892618937
1071503	species	MYCOBACTERIUM PHAGE TRIXIE	1.046420696916
424460	species	PANTOPIPETTA LONBITUBERCULATA	1.042688570516
1117	phylum	CYANOBACTERIA	1.025670500442
324688	species	UNCULTURED MARINE PICOPLANKTON	1.0187294080854
588879	species	UNCULTURED MARINE CHRYSOPHYTE	1.006014489802
564301	species	STREPTOMYCES SP. CLS45	1
517206	species	ASPIDISCA ORTHOPOGON	0.9998031209228
315753	species	UNCULTURED LABYRINTHULID	0.9969252436554
1379	species	GEMELLA HAEMOLYSANS	0.9898806767941
175275	species	UNCULTURED CERCOZOAN	0.9641250637136
265581	species	PSAMMODICTYON PANDURIFORME	0.961784480946
