#Taxon_ID	Taxon_Rank	Taxon_Name	Probability_Mass
Unclassifiable	Unknown	Unknown	1685.36499320479
77133	species	UNCULTURED BACTERIUM	281.81434164601
13675	genus	SCOMBER	182.932303213869
765121	no rank	PROPIONIBACTERIUM ACNES HL082PA2	173.998427404771
152704	species	UNCULTURED STRAMENOPILE	116.043260200207
100272	species	UNCULTURED EUKARYOTE	113.702703372268
562	species	ESCHERICHIA COLI	93.1109476908704
765064	no rank	PROPIONIBACTERIUM ACNES HL097PA1	80.4220843760517
278170	subfamily	BALITORINAE	49.8168400697798
543	family	ENTEROBACTERIACEAE	45.1925582574547
252962	species	OSCARELLA TUBERCULATA	43.8525167035873
1747	species	PROPIONIBACTERIUM ACNES	36.1950659299758
9577	family	HYLOBATIDAE	33.6925841188455
325166	genus	SYMPHALANGUS	33.6925841188455
9590	species	SYMPHALANGUS SYNDACTYLUS	33.6925841188455
405008	species	EUCOMONYMPHA IMLA	29.4785540503484
61392	species	COEMANSIA REVERSA	26.7947492202306
9601	species	PONGO ABELII	26.1211351064884
203449	species	UNCULTURED MARINE EUKARYOTE	25.5256539704673
415603	species	INFUNDIBULOMYCES SP. NR 2006A	24.6550377689882
33695	species	TUBULINOSEMA KINGI	24.5231778116046
10020	species	DIPODOMYS ORDII	23.1371402212028
115547	species	UNCULTURED ARCHAEON	22.8248716443383
314293	infraorder	SIMIIFORMES	21.8884688872209
9526	parvorder	CATARRHINI	21.8884688872209
376913	suborder	HAPLORRHINI	21.8884688872209
314295	superfamily	HOMINOIDEA	21.7036228308361
9604	family	HOMINIDAE	20.3162466796006
357284	species	HOMALOPTERA LEONARDI	20.0299545756177
357283	genus	HOMALOPTERA	20.0299545756177
9443	order	PRIMATES	19.4802906460655
607660	subfamily	PONGINAE	18.785342364786
9599	genus	PONGO	18.785342364786
2	superkingdom	BACTERIA	16.7344506143923
187300	species	UNCULTURED DINOFLAGELLATE	16.5982756908783
42254	species	SOREX ARANEUS	14.8141342933314
2759	superkingdom	EUKARYOTA	14.7255141738803
314146	superorder	EUARCHONTOGLIRES	14.6524619949547
9606	species	HOMO SAPIENS	12.771988170244
37347	species	TUPAIA BELANGERI	11.9680071820995
175275	species	UNCULTURED CERCOZOAN	11.520627626683
314145	superorder	LAURASIATHERIA	11.2867655506466
1181778	no rank	ESCHERICHIA COLI KTE234	10.3653171356989
5241	species	TULASNELLA VIOLEA	9.238946289144
34034	species	UNCULTURED DELTA PROTEOBACTERIUM	9.03036388255121
367110	no rank	NEUROSPORA CRASSA OR74A	8.84210396640348
136703	species	UNCULTURED RUMEN BACTERIUM	8.3700227329808
315267	species	UNCULTURED FRESHWATER EUKARYOTE	7.75224211716424
4751	kingdom	FUNGI	7.70065907622683
656437	no rank	ESCHERICHIA COLI TA143	7.595702585193
34755	subspecies	SAGITTA CRASSA NAIKAIENSIS	7.162221607209
1181739	no rank	ESCHERICHIA COLI KTE193	6.9534186349889
175245	species	UNCULTURED FUNGUS	6.94406583581086
1090926	no rank	ESCHERICHIA COLI W26	6.8798553105161
404735	species	UNCULTURED EIMERIIDAE	6.8321317117245
191722	species	TRACHELOMONAS OBLONGA	6.82425075523127
554078	species	UNCULTURED RHIZARIA	6.60586353997591
9371	species	ECHINOPS TELFAIRI	6.35956589944817
4113	species	SOLANUM TUBEROSUM	6.18966007151527
114243	species	UNCULTURED EURYARCHAEOTE	6.12105871488189
126669	species	AMPHISORUS HEMPRICHII	5.79981711910607
33154	no rank	OPISTHOKONTA	5.79768028660181
9978	species	OCHOTONA PRINCEPS	5.5322112007341
9989	order	RODENTIA	5.48626800781015
91750	species	UNCULTURED ALPHA PROTEOBACTERIUM	5.4605686942474
155900	species	UNCULTURED ORGANISM	5.41645288905256
413997	no rank	ESCHERICHIA COLI B STR. REL606	5.4025480239618
37762	no rank	ESCHERICHIA COLI B	5.4025480239618
1912216	Unknown	Unknown	5.39087554272198
175274	species	UNCULTURED ALVEOLATE	5.17144992198383
231055	species	UNCULTURED GLOMUS	5.14726100594812
314147	no rank	GLIRES	5.04816156766295
1437010	no rank	BOREOEUTHERIA	5.03715815164621
8139	genus	OREOCHROMIS	5
913088	no rank	ESCHERICHIA COLI TW11681	4.9700897757861
763931	species	KOFOIDINIUM CF. PAVILLARDII	4.967127308564
9347	no rank	EUTHERIA	4.79472846488921
86473	species	UNCULTURED GAMMA PROTEOBACTERIUM	4.7918373946814
