#Taxon_ID	Taxon_Rank	Taxon_Name	Probability_Mass
Unclassifiable	Unknown	Unknown	401.154113545788
1798534	Unknown	Unknown	103.717296677689
13675	genus	SCOMBER	97.377948193873
2759	superkingdom	EUKARYOTA	79.2407505129778
2	superkingdom	BACTERIA	48.367065210048
278170	subfamily	BALITORINAE	37.9230177062054
33634	no rank	STRAMENOPILES	35.6188894434395
9577	family	HYLOBATIDAE	26.1275110745838
325166	genus	SYMPHALANGUS	26.1275110745838
9590	species	SYMPHALANGUS SYNDACTYLUS	26.1275110745838
186802	order	CLOSTRIDIALES	20.6033900268129
357284	species	HOMALOPTERA LEONARDI	17.307093536764
357283	genus	HOMALOPTERA	17.307093536764
77133	species	UNCULTURED BACTERIUM	16.6610955225992
9604	family	HOMINIDAE	16.3536343423101
2836	phylum	BACILLARIOPHYTA	16.0423322539855
9601	species	PONGO ABELII	15.5733852548153
607660	subfamily	PONGINAE	15.0646418927643
9599	genus	PONGO	15.0646418927643
1224	phylum	PROTEOBACTERIA	13.9257715630198
10020	species	DIPODOMYS ORDII	13.6387194739357
314293	infraorder	SIMIIFORMES	13.4934966879547
376913	suborder	HAPLORRHINI	13.4934966879547
9526	parvorder	CATARRHINI	13.4934966879547
314295	superfamily	HOMINOIDEA	13.3471586042058
10116	species	RATTUS NORVEGICUS	13.2206487581673
33154	no rank	OPISTHOKONTA	12.645874984588
186801	class	CLOSTRIDIA	12.6032176590635
862507	subgenus	MUS	12.5658605699129
10090	species	MUS MUSCULUS	12.5658605699129
10088	genus	MUS	12.5658605699129
9606	species	HOMO SAPIENS	12.0115496163341
9443	order	PRIMATES	11.96065847847
100272	species	UNCULTURED EUKARYOTE	11.8848663754325
33213	no rank	BILATERIA	11.7132790254064
6029	phylum	MICROSPORIDIA	11.4335261847645
10114	genus	RATTUS	11.3918501742222
9224	family	PSITTACIDAE	10.8757348618194
42254	species	SOREX ARANEUS	10.1197225172862
30870	family	SCIAENIDAE	9.6296149074701
55118	family	CLUPEIDAE	9.57649812091601
314146	superorder	EUARCHONTOGLIRES	8.86684135873193
33083	order	DICTYOSTELIIDA	8.7486067325084
64898	family	AQUIFICACEAE	8.5727559829697
2157	superkingdom	ARCHAEA	8.490096805748
67820	no rank	MICROGENOMATES	7.5999050893611
976	phylum	BACTEROIDETES	7.40256776718032
9598	species	PAN TROGLODYTES	7.1581772988294
1437010	no rank	BOREOEUTHERIA	7.05368422657882
1093141	no rank	NANNOCHLOROPSIS GADITANA CCMP526	6.79621280994893
72520	species	NANNOCHLOROPSIS GADITANA	6.79621280994893
33630	no rank	ALVEOLATA	6.7899852038577
4751	kingdom	FUNGI	6.71363693060464
252962	species	OSCARELLA TUBERCULATA	6.5192012921995
9605	genus	HOMO	6.48885473275464
314145	superorder	LAURASIATHERIA	6.41672939040007
