#Taxon_ID	Taxon_Rank	Taxon_Name	Probability_Mass
Unclassifiable	Unknown	Unknown	2868.32283821231
13675	genus	SCOMBER	493.848487281033
77133	species	UNCULTURED BACTERIUM	463.050919819219
152704	species	UNCULTURED STRAMENOPILE	245.256513599027
100272	species	UNCULTURED EUKARYOTE	230.761534276608
278170	subfamily	BALITORINAE	123.171959600774
9577	family	HYLOBATIDAE	90.8684845408776
325166	genus	SYMPHALANGUS	90.8684845408776
9590	species	SYMPHALANGUS SYNDACTYLUS	90.8684845408776
252962	species	OSCARELLA TUBERCULATA	78.471952633377
9601	species	PONGO ABELII	63.1372793075737
405008	species	EUCOMONYMPHA IMLA	63.0371034271185
9604	family	HOMINIDAE	58.3291493530255
203449	species	UNCULTURED MARINE EUKARYOTE	56.3318999525017
314293	infraorder	SIMIIFORMES	56.2897461067394
9526	parvorder	CATARRHINI	56.2897461067394
376913	suborder	HAPLORRHINI	56.2897461067394
314295	superfamily	HOMINOIDEA	55.4255353317876
607660	subfamily	PONGINAE	51.9714380720664
9599	genus	PONGO	51.9714380720664
61392	species	COEMANSIA REVERSA	49.9504916196296
415603	species	INFUNDIBULOMYCES SP. NR 2006A	49.9360059401074
33695	species	TUBULINOSEMA KINGI	49.7156550157102
9443	order	PRIMATES	46.6055548809478
9606	species	HOMO SAPIENS	42.5227044837653
357284	species	HOMALOPTERA LEONARDI	42.1653014309703
357283	genus	HOMALOPTERA	42.1653014309703
115547	species	UNCULTURED ARCHAEON	39.3956702005238
314146	superorder	EUARCHONTOGLIRES	35.4949391496885
10020	species	DIPODOMYS ORDII	30.2596555351103
34755	subspecies	SAGITTA CRASSA NAIKAIENSIS	29.9096716643449
2	superkingdom	BACTERIA	29.2948750638793
314145	superorder	LAURASIATHERIA	28.409657146216
2759	superkingdom	EUKARYOTA	26.5942590446319
187300	species	UNCULTURED DINOFLAGELLATE	25.8795235725568
175275	species	UNCULTURED CERCOZOAN	24.2911240060079
4113	species	SOLANUM TUBEROSUM	23.3604570743688
37347	species	TUPAIA BELANGERI	18.6149709972179
9598	species	PAN TROGLODYTES	17.950466090684
763931	species	KOFOIDINIUM CF. PAVILLARDII	17.9139231284284
5241	species	TULASNELLA VIOLEA	16.1547894999484
315267	species	UNCULTURED FRESHWATER EUKARYOTE	15.7500331512614
404735	species	UNCULTURED EIMERIIDAE	15.0917546569874
136703	species	UNCULTURED RUMEN BACTERIUM	14.883795593024
29281	species	UNCULTURED CRENARCHAEOTE	14.2219419475839
42254	species	SOREX ARANEUS	14.1749243093476
91750	species	UNCULTURED ALPHA PROTEOBACTERIUM	13.9105562669829
439317	species	GAMBIERDISCUS AUSTRALES	12.940792054288
367110	no rank	NEUROSPORA CRASSA OR74A	12.7020051341691
34034	species	UNCULTURED DELTA PROTEOBACTERIUM	12.1784054202141
9347	no rank	EUTHERIA	11.670396696498
9371	species	ECHINOPS TELFAIRI	11.559326841564
554078	species	UNCULTURED RHIZARIA	11.4231098052202
175274	species	UNCULTURED ALVEOLATE	11.3786591340305
9978	species	OCHOTONA PRINCEPS	10.8681102093546
231055	species	UNCULTURED GLOMUS	10.3933631707912
33154	no rank	OPISTHOKONTA	10.3550275419665
4751	kingdom	FUNGI	10.1137363571048
9605	genus	HOMO	10.0816765414323
683832	species	CIRRHINUS MRIGALA	10.0236503545334
59897	genus	CIRRHINUS	10.0236503545334
155900	species	UNCULTURED ORGANISM	9.9675479745072
175245	species	UNCULTURED FUNGUS	9.9550855114965
126669	species	AMPHISORUS HEMPRICHII	9.8870430657017
315753	species	UNCULTURED LABYRINTHULID	9.8345176488622
96649	species	PELODERA PUNCTATA	9.70037538557641
1437010	no rank	BOREOEUTHERIA	9.65147173789937
166587	species	UNCULTURED CHLOROFLEXI BACTERIUM	9.6485215858928
10116	species	RATTUS NORVEGICUS	9.62036883514027
86473	species	UNCULTURED GAMMA PROTEOBACTERIUM	9.59927307091568
9596	genus	PAN	9.57445682228696
191722	species	TRACHELOMONAS OBLONGA	9.2865899264138
152509	species	UNCULTURED BACTEROIDETES BACTERIUM	9.21886323250468
466544	subfamily	PERDICINAE	9.198415677359
59463	species	MYOTIS LUCIFUGUS	9.1891404406125
230744	species	SELENIDIUM VIVAX	9.00020217890637
9986	species	ORYCTOLAGUS CUNICULUS	8.966942099765
9394	genus	TUPAIA	8.72637756390985
9392	order	SCANDENTIA	8.72637756390985
9393	family	TUPAIIDAE	8.72637756390985
27973	species	ENCEPHALITOZOON HELLEM	8.67280824070427
187299	species	UNCULTURED CILIATE	8.61247317366249
9989	order	RODENTIA	8.26835302756847
31281	species	ENTEROCYTOZOON BIENEUSI	8.05415139228136
1032489	species	SORITES SP. 206	8.01315565519547
723287	species	ANNCALIIA ALGERAE	7.96492072176641
33688	species	AMBLYOSPORA SP.	7.64267960655105
170407	species	HALIMEDA BORNEENSIS	7.60945979755441
314147	no rank	GLIRES	7.17745348328537
85101	species	UROCOLIUS MACROURUS	7.1665181382184
285696	species	UNCULTURED PARABASALID EUKARYOTE	7.08429653005044
13352	genus	AUXIS	7.0319192725079
217026	species	AUXIS ROCHEI	7.0319192725079
32525	no rank	THERIA	7.01410065084408
207598	subfamily	HOMININAE	6.99248784368942
303551	species	GONYAULAX FRAGILIS	6.9728368345919
240359	species	THECADINIUM MUCOSUM	6.9461079842518
148817	species	ORTHOSOMELLA OPEROPHTERAE	6.94603397593688
385043	species	UNCULTURED SYNDINIALES	6.8103451821362
460191	species	ENTEROMONAS SP. GECA2	6.77427179359472
30538	species	VICUGNA PACOS	6.6841095017116
238756	species	STEPHANOPOGON COLPODA	6.61406500510588
10090	species	MUS MUSCULUS	6.45077754866483
501324	species	MYXOBOLUS ALBI	6.402994988517
33213	no rank	BILATERIA	6.21433977236521
191594	species	AMBLYOSPORA CANADENSIS	6.10010581469904
30870	family	SCIAENIDAE	5.9566742395104
9739	species	TURSIOPS TRUNCATUS	5.87595866537261
114243	species	UNCULTURED EURYARCHAEOTE	5.840351855577
70528	species	AMBLYOSPORA STIMULI	5.8212735892154
390261	species	PSEUDOTRICHONYMPHA SP. LA19SC P8	5.746810342639
128076	species	AMPHISORUS SP. 1333	5.6382628526497
10141	species	CAVIA PORCELLUS	5.5961701067484
164851	species	UNCULTURED SOIL BACTERIUM	5.557602225515
496878	species	HEXAMASTIX MITIS	5.54951660037994
128069	species	ANDROSINA LUCASI	5.5036233832911
175247	species	UNCULTURED CHYTRIDIOMYCOTA	5.4935510064125
123368	no rank	ACANTHOMORPHA	5.48307418311694
862507	subgenus	MUS	5.42858691837533
10088	genus	MUS	5.42858691837533
35623	species	ACHOLEPLASMA OCULI	5.3458952585006
5022	species	LEPTOSPHAERIA MACULANS	5.31263688738056
390267	species	PSEUDOTRICHONYMPHA SP. MA55PA	5.2774251198395
170411	species	HALIMEDA CYLINDRACEA	5.14422861666043
104083	species	PSEUDOTRICHONYMPHA GRASSII	5.1363959822529
390253	species	PSEUDOTRICHONYMPHA SP. LA10CP P1	5.0919354934659
6029	phylum	MICROSPORIDIA	5.0904876573638
337687	no rank	MUROIDEA	4.9505755167277
186801	class	CLOSTRIDIA	4.93796342787957
1963758	Unknown	Unknown	4.87128422546553
186802	order	CLOSTRIDIALES	4.87095998720577
30727	superfamily	CYPRINOIDEA	4.73596544419635
7953	family	CYPRINIDAE	4.73596544419635
39050	species	UNIDENTIFIED TRICHOMONAD 1	4.66913079154904
156588	species	UNCULTURED VERRUCOMICROBIA BACTERIUM	4.65525391385396
222886	species	LEPOCINCLIS SALINA	4.60495016005879
306672	species	SORITES SP. P27_1382X	4.5897683865329
170417	species	HALIMEDA HEDERACEA	4.5645186248894
8825	superorder	NEOGNATHAE	4.52822524717118
321614	no rank	PHAEOSPHAERIA NODORUM SN15	4.4884942346143
577509	species	LAEVIPENEROPLIS SP. 2456 MH 2008	4.4826531422616
554024	species	NEMATODA ENVIRONMENTAL SAMPLE	4.4590193077614
120858	species	UNCULTURED EPSILON PROTEOBACTERIUM	4.4479469771937
189424	species	MENOIDIUM SP. CCAP 1247/6	4.434769613372
39107	subfamily	MURINAE	4.42205066360898
10066	family	MURIDAE	4.42205066360898
157820	species	UNCULTURED PRASINOPHYCEAE	4.41764649145508
1224	phylum	PROTEOBACTERIA	4.35692700853336
198240	species	UNCULTURED METHANOGENIC ARCHAEON	4.334012633352
264634	species	ACHOLEPLASMA EQUIFETALE	4.3121024824853
152507	species	UNCULTURED ACTINOBACTERIUM	4.2682407794054
33630	no rank	ALVEOLATA	4.2508061191474
104034	species	RETICULITERMES YAEYAMANUS PARABASALIAN SYMBIONT CLONE RY1	4.21789586335878
10114	genus	RATTUS	4.17184534723568
1402	species	BACILLUS LICHENIFORMIS	4.0876379288413
40674	class	MAMMALIA	4.06334796544143
9785	species	LOXODONTA AFRICANA	4.0383763551756
191595	species	AMBLYOSPORA CINEREI	3.9984491132148
35558	subspecies	PELODERA STRONGYLOIDES DERMATITICA	3.95450063158173
33682	no rank	EUGLENOZOA	3.92760112075443
5654	family	TRYPANOSOMATIDAE	3.92760112075443
5653	order	KINETOPLASTIDA	3.92760112075443
1396	species	BACILLUS CEREUS	3.8577043490842
110477	species	SONDERELLA LINEARIS	3.7047517441779
33317	no rank	PROTOSTOMIA	3.70097964639994
36804	species	ENTEROCYTOZOON SALMONIS	3.6988305504052
9258	species	ORNITHORHYNCHUS ANATINUS	3.6931741097538
8087	suborder	CYPRINODONTOIDEI	3.6799355772327
153809	species	UNCULTURED PROTEOBACTERIUM	3.67762796739216
281284	species	HEPATOZOON SP. HEPBICM001	3.6234717909998
63918	species	ARTHROPTERUS SP. KAO 1997	3.6201114727369
196593	species	LEIDYANA MIGRATOR	3.5471770983681
325109	species	LEPOCINCLIS FUSCA	3.50810485081
91561	no rank	CETARTIODACTYLA	3.49268537095406
13616	species	MONODELPHIS DOMESTICA	3.48861720410158
395038	species	JOSEFPOELTIA PARVA	3.470101558113
390268	species	PSEUDOTRICHONYMPHA SP. AU03SC	3.2293509345587
660567	species	VRIHIAMOEBA ITALICA	3.1915530626922
1211	species	UNCULTURED CYANOBACTERIUM	3.1694782655248
143324	genus	ZU	3.14304349973068
143325	species	ZU CRISTATUS	3.14304349973068
294141	species	HIPPOLYTE PLEURACANTHUS	3.133129000621
505711	species	ANDALUCIA GODOYI	3.1113230352916
203524	species	UNCULTURED EUBACTERIACEAE BACTERIUM	3.0965413521187
120965	species	UNCULTURED PLANCTOMYCETE	3.0699690044316
249035	species	UNCULTURED MYCORRHIZAL FUNGUS	3.0561890034535
373636	species	HEPATOCYSTIS SP. PP1	3.043457076405
907244	species	RETICULITERMES CHINENSIS PARABASALIAN SYMBIONT	3.03537776319918
645133	no rank	COLLETOTRICHUM GRAMINICOLA M1.001	3.0270694627672
171953	species	UNCULTURED ACIDOBACTERIA BACTERIUM	2.9779935184071
103983	species	PARVILUCIFERA INFECTANS	2.90047814918346
136464	species	SACCAMOEBA LIMAX	2.8941870852038
133705	species	ASTASIA CURVATA	2.8797686544561
212501	species	ELPHIDIUM EXCAVATUM	2.86796947026803
6072	no rank	EUMETAZOA	2.86370825475908
693772	species	INVERTEBRATE ENVIRONMENTAL SAMPLE	2.860945965417
33208	kingdom	METAZOA	2.8594818679786
66478	species	HENNEGUYA EXILIS	2.8444541950924
331608	species	CERTESIA QUADRINUCLEATA	2.821890866133
281636	species	PRODINYCHUS SP. AL7170	2.82127684426441
108414	species	HENNEGUYA ICTALURI	2.79850550844
513519	species	ACIDIANUS SP. BT	2.7316804623569
311568	species	OPERCULINA ELEGANS	2.7254484722673
63603	species	MONOPYLOCYSTIS VISVESVARAI	2.72242445915456
33129	species	PHASEOLUS ACUTIFOLIUS	2.6829251589834
106119	species	AURANTIACTINOMYXON MISSISSIPPIENSIS	2.674704452376
9104	genus	ARBOROPHILA	2.6735992920008
472931	species	PROTOSTELIUM MYCOPHAGUM	2.65159252282621
198431	species	UNCULTURED PROKARYOTE	2.6297313563734
9597	species	PAN PANISCUS	2.59301248824304
604433	species	ARBOROPHILA RUFOGULARIS	2.5856209808776
9595	subspecies	GORILLA GORILLA GORILLA	2.55731597794319
283062	species	UNCULTURED EUKARYOTIC PICOPLANKTON	2.5374995629384
246498	species	XYLARIA SP. F10	2.53443014293917
460178	species	TREPOMONAS STEINII	2.51874841809876
360837	species	UNCULTURED MARINE GROUP I THAUMARCHAEOTE	2.461446179945
1398	species	BACILLUS COAGULANS	2.4582843299959
393604	species	HENNEGUYA GURLEI	2.4494444150472
261843	species	PROTOPERIDINIUM CONICUM	2.44824492031199
5741	species	GIARDIA INTESTINALIS	2.44459177241488
89593	subphylum	CRANIATA	2.44338209942985
7742	no rank	VERTEBRATA	2.44338209942985
7776	superclass	GNATHOSTOMATA	2.44338209942985
682658	species	EUGLENA SP. BIBONG100404 2	2.4421434465364
571179	species	SPOROCYTOPHAGA SP. 4V	2.433853590456
121255	species	EUKARYOTE CLONE OLI11027	2.3945692305118
56899	species	PARASITAXUS USTA	2.394384731817
162155	species	UNCULTURED TREPONEMA SP.	2.386519134112
315745	species	UNCULTURED PHYLLOPHARYNGID CILIATE	2.3818950862995
195049	species	UNCULTURED CLOSTRIDIACEAE BACTERIUM	2.3701736301992
404737	species	UNCULTURED CERCOMONAD	2.3593499538897
59669	species	SARCOCYSTIS SP.	2.3558053330296
460812	species	AMMONIA SP. JP 2007	2.32595986039483
186624	no rank	ELOPOCEPHALA	2.31622071723941
9365	species	ERINACEUS EUROPAEUS	2.31607149730192
297483	species	STYLOPLANELLA STRONGYLOSTOMOIDES	2.3136024958009
76315	species	CAULERPA SERTULARIOIDES	2.29436362715
35500	infraorder	PECORA	2.29374869698833
9845	suborder	RUMINANTIA	2.29374869698833
52559	species	TESSELLARIA VOLVOCINA	2.2771184909711
189428	species	FLABELLIA PETIOLATA	2.2478317219856
996417	species	FLABELLIGERA COMMENSALIS	2.231773548024
1404	species	BACILLUS MEGATERIUM	2.21376632942
716545	no rank	SACCHAROMYCETA	2.20066729056824
77928	species	PROTEOMONAS SULCATA	2.193085932571
263857	species	ACOELA SP. ASP2	2.17594069088579
103452	species	JANACEKIA DEBAISIEUXI	2.1640200556771
56765	species	UNCULTURED MARINE BACTERIUM	2.15436569655583
555406	no rank	ARCHAMOEBAE	2.13753562187301
5758	genus	ENTAMOEBA	2.13753562187301
33084	no rank	ENTAMOEBIDAE	2.13753562187301
86281	species	CARYOSPORA BIGENETICA	2.099391305222
46130	species	ARCHAIAS ANGULATUS	2.0932730137184
4081	species	SOLANUM LYCOPERSICUM	2.0868991186111
