#Taxon_ID	Taxon_Rank	Taxon_Name	Probability_Mass
Unclassifiable	Unknown	Unknown	1556.77006519806
1798534	Unknown	Unknown	639.718571690357
13675	genus	SCOMBER	430.627819480288
2759	superkingdom	EUKARYOTA	264.905406154009
2	superkingdom	BACTERIA	192.638838598037
33634	no rank	STRAMENOPILES	157.17402203849
186802	order	CLOSTRIDIALES	131.848436126517
2836	phylum	BACILLARIOPHYTA	106.141540504795
77133	species	UNCULTURED BACTERIUM	88.635819642955
278170	subfamily	BALITORINAE	83.9312513040982
9577	family	HYLOBATIDAE	78.1663393545078
325166	genus	SYMPHALANGUS	78.1663393545078
9590	species	SYMPHALANGUS SYNDACTYLUS	78.1663393545078
9606	species	HOMO SAPIENS	56.5203278183194
6029	phylum	MICROSPORIDIA	56.334547569446
10116	species	RATTUS NORVEGICUS	56.1760648080176
186801	class	CLOSTRIDIA	53.2763328139698
10114	genus	RATTUS	49.7899788402951
100272	species	UNCULTURED EUKARYOTE	47.1920352807176
862507	subgenus	MUS	47.1617673160733
10090	species	MUS MUSCULUS	47.1617673160733
10088	genus	MUS	47.1617673160733
9601	species	PONGO ABELII	44.9459431560964
607660	subfamily	PONGINAE	44.5980053437789
9599	genus	PONGO	44.5980053437789
1224	phylum	PROTEOBACTERIA	42.7343631304612
357284	species	HOMALOPTERA LEONARDI	42.5286449626507
357283	genus	HOMALOPTERA	42.5286449626507
9604	family	HOMINIDAE	41.4554514473841
314293	infraorder	SIMIIFORMES	39.4340083161205
376913	suborder	HAPLORRHINI	39.4340083161205
9526	parvorder	CATARRHINI	39.4340083161205
64898	family	AQUIFICACEAE	38.0415485695163
33213	no rank	BILATERIA	36.488236027696
314295	superfamily	HOMINOIDEA	36.2749777850308
9605	genus	HOMO	36.0103281299267
9443	order	PRIMATES	35.6916251393985
33630	no rank	ALVEOLATA	32.1210035960703
33083	order	DICTYOSTELIIDA	30.5064481007295
252962	species	OSCARELLA TUBERCULATA	29.877414683198
10020	species	DIPODOMYS ORDII	29.7560082063212
314146	superorder	EUARCHONTOGLIRES	27.2561474383406
1437010	no rank	BOREOEUTHERIA	26.9791308823848
2157	superkingdom	ARCHAEA	26.2608725824845
42254	species	SOREX ARANEUS	25.8994871117602
9347	no rank	EUTHERIA	25.7425990051746
186814	family	THERMOANAEROBACTERACEAE	23.8465604368192
32525	no rank	THERIA	23.4007168832026
