#Taxon_ID	Taxon_Rank	Taxon_Name	Probability_Mass
Unclassifiable	Unknown	Unknown	334.21247995864
1798534	Unknown	Unknown	102.004902785721
13675	genus	SCOMBER	85.0738173017786
2759	superkingdom	EUKARYOTA	47.3353485673306
2	superkingdom	BACTERIA	34.8485873802459
33634	no rank	STRAMENOPILES	26.3586795944794
186802	order	CLOSTRIDIALES	26.3127357357171
278170	subfamily	BALITORINAE	22.7707835800825
325166	genus	SYMPHALANGUS	17.074024325467
9590	species	SYMPHALANGUS SYNDACTYLUS	17.074024325467
9577	family	HYLOBATIDAE	17.074024325467
1224	phylum	PROTEOBACTERIA	16.8729483882316
2836	phylum	BACILLARIOPHYTA	16.717684476907
100272	species	UNCULTURED EUKARYOTE	14.5921739867015
357284	species	HOMALOPTERA LEONARDI	13.6146082099596
357283	genus	HOMALOPTERA	13.6146082099596
9606	species	HOMO SAPIENS	12.6778877886718
10116	species	RATTUS NORVEGICUS	12.059689280655
9224	family	PSITTACIDAE	11.5531586990983
6029	phylum	MICROSPORIDIA	11.5520818244616
9601	species	PONGO ABELII	11.5246156544925
314293	infraorder	SIMIIFORMES	11.3684326105891
376913	suborder	HAPLORRHINI	11.3684326105891
9526	parvorder	CATARRHINI	11.3684326105891
10114	genus	RATTUS	11.1572679772696
186801	class	CLOSTRIDIA	10.7149449555543
9604	family	HOMINIDAE	10.3909983607481
33213	no rank	BILATERIA	10.1708344971363
314295	superfamily	HOMINOIDEA	10.1324769349375
607660	subfamily	PONGINAE	10.1251377373985
9599	genus	PONGO	10.1251377373985
10020	species	DIPODOMYS ORDII	10.1228298594575
9443	order	PRIMATES	9.57201118719167
314146	superorder	EUARCHONTOGLIRES	8.78091214686192
9605	genus	HOMO	8.74355249084697
77133	species	UNCULTURED BACTERIUM	8.60646581255567
30870	family	SCIAENIDAE	8.3591995945127
1437010	no rank	BOREOEUTHERIA	8.04673917897573
314145	superorder	LAURASIATHERIA	7.38821349405638
33154	no rank	OPISTHOKONTA	6.99525631851468
862507	subgenus	MUS	6.79355587227962
10090	species	MUS MUSCULUS	6.79355587227962
10088	genus	MUS	6.79355587227962
33083	order	DICTYOSTELIIDA	6.77850531758747
9347	no rank	EUTHERIA	6.67741540787245
8825	superorder	NEOGNATHAE	6.22952466653551
976	phylum	BACTEROIDETES	5.80072024659398
33630	no rank	ALVEOLATA	5.80049337336645
42254	species	SOREX ARANEUS	5.223915126707
32525	no rank	THERIA	5.17059853799952
252962	species	OSCARELLA TUBERCULATA	4.707251430127
55118	family	CLUPEIDAE	4.6912464262699
6072	no rank	EUMETAZOA	4.4427476935118
9989	order	RODENTIA	4.41640187100857
4751	kingdom	FUNGI	4.33194196201845
64898	family	AQUIFICACEAE	4.1085909705312
405008	species	EUCOMONYMPHA IMLA	4.01053740962428
1236	class	GAMMAPROTEOBACTERIA	3.99423599104541
1620410	Unknown	Unknown	3.95976891783112
33183	order	ONYGENALES	3.819228397149
2157	superkingdom	ARCHAEA	3.6149652301209
5782	genus	DICTYOSTELIUM	3.522662892687
314147	no rank	GLIRES	3.49974439748577
9598	species	PAN TROGLODYTES	3.43236602753367
55120	subfamily	PELLONULINAE	3.26408153965536
37347	species	TUPAIA BELANGERI	3.1533268655363
8783	superorder	PALAEOGNATHAE	3.0618430492808
9371	species	ECHINOPS TELFAIRI	3.0441264150987
67820	no rank	MICROGENOMATES	3.0394927578693
68336	superphylum	BACTEROIDETES/CHLOROBI GROUP	3.01815258192248
67812	phylum	OMNITROPHICA	2.9831050263157
57723	phylum	ACIDOBACTERIA	2.9604296964609
112	order	PLANCTOMYCETALES	2.86868300654306
126	family	PLANCTOMYCETACEAE	2.86868300654306
1157685	species	RHIZOBIUM SP. JGI 0001005 H05	2.8417236011218
123370	no rank	HOLACANTHOPTERYGII	2.80116717954002
9978	species	OCHOTONA PRINCEPS	2.6847570073659
337687	no rank	MUROIDEA	2.60084030819762
10066	family	MURIDAE	2.46846841965615
39107	subfamily	MURINAE	2.46846841965615
768670	no rank	CALDITERRIVIBRIO NITROREDUCENS DSM 19672	2.402340129198
545865	genus	CALDITERRIVIBRIO	2.402340129198
477976	species	CALDITERRIVIBRIO NITROREDUCENS	2.402340129198
9596	genus	PAN	2.39354129797755
5241	species	TULASNELLA VIOLEA	2.380914391481
683832	species	CIRRHINUS MRIGALA	2.3776672662438
59897	genus	CIRRHINUS	2.3776672662438
186823	family	ALICYCLOBACILLACEAE	2.3755928613759
1963758	Unknown	Unknown	2.33680333045279
9104	genus	ARBOROPHILA	2.24899512803796
7953	family	CYPRINIDAE	2.22626193717305
30727	superfamily	CYPRINOIDEA	2.22626193717305
64183	species	UTERIPORUS SP. SC 1997	2.224243684554
763931	species	KOFOIDINIUM CF. PAVILLARDII	2.19263138971
33208	kingdom	METAZOA	2.14702319337348
604433	species	ARBOROPHILA RUFOGULARIS	2.1356137820694
187300	species	UNCULTURED DINOFLAGELLATE	2.0660328705841
365067	subfamily	ENGRAULINAE	2.0430634262524
30538	species	VICUGNA PACOS	2
186814	family	THERMOANAEROBACTERACEAE	1.9956142880379
203683	class	PLANCTOMYCETIA	1.9820134412506
67818	phylum	ATRIBACTERIA	1.9612573274642
61392	species	COEMANSIA REVERSA	1.957149068801
13352	genus	AUXIS	1.9419952398155
217026	species	AUXIS ROCHEI	1.9419952398155
28221	class	DELTAPROTEOBACTERIA	1.93851486620677
6040	phylum	PORIFERA	1.93264055699484
6042	class	DEMOSPONGIAE	1.93264055699484
40674	class	MAMMALIA	1.91411195325402
119428	order	DICTYOCERATIDA	1.90909090909098
283979	no rank	CRYPTOCOELIIDAE	1.90909090909098
479641	species	VACELETIA SP. GW948	1.90909090909098
131567	no rank	CELLULAR ORGANISMS	1.90909090909098
1779147	Unknown	Unknown	1.90909090909098
269035	genus	VACELETIA	1.90909090909098
51290	superphylum	CHLAMYDIAE/VERRUCOMICROBIA GROUP	1.8954306545182
28211	class	ALPHAPROTEOBACTERIA	1.8776474582361
