TaxaID	Taxonomic_Rank	Name	Count	Probability	Proportion_Classified(%)
77133	species	UNCULTURED BACTERIUM	88.635819642955	273	32.4673332	0.0812662
9590	species	SYMPHALANGUS SYNDACTYLUS	78.1663393545078	1516	5.1560910	0.4512805
9606	species	HOMO SAPIENS	56.5203278183194	1000	5.6520328	0.2976784
10116	species	RATTUS NORVEGICUS	56.1760648080176	548	10.2511067	0.1631278
100272	species	UNCULTURED EUKARYOTE	47.1920352807176	251	18.8016077	0.0747173
10090	species	MUS MUSCULUS	47.1617673160733	1078	4.3749320	0.3208973
9601	species	PONGO ABELII	44.9459431560964	1003	4.4811509	0.2985714
357284	species	HOMALOPTERA LEONARDI	42.5286449626507	253	16.8097411	0.0753126
252962	species	OSCARELLA TUBERCULATA	29.877414683198	86	34.7411799	0.0256003
10020	species	DIPODOMYS ORDII	29.7560082063212	180	16.5311157	0.0535821
42254	species	SOREX ARANEUS	25.8994871117602	114	22.7188483	0.0339353
1157685	species	RHIZOBIUM SP. JGI 0001005 H05	22.8537142616219	175	13.0592653	0.0520937
9598	species	PAN TROGLODYTES	20.6898903578079	515	4.0174544	0.1533044
61392	species	COEMANSIA REVERSA	17.7234872985849	93	19.0575132	0.0276841
9978	species	OCHOTONA PRINCEPS	17.4974928822572	280	6.2491046	0.0833500
37347	species	TUPAIA BELANGERI	16.4224837062707	394	4.1681431	0.1172853
763931	species	KOFOIDINIUM CF. PAVILLARDII	12.889119688916	14	92.0651406	0.0041675
1104615	species	MICROGENOMATES BACTERIUM SCGC AAA011 L05	12.8866437949153	142	9.0751013	0.0422703
405008	species	EUCOMONYMPHA IMLA	12.4286578510578	98	12.6823039	0.0291725
203449	species	UNCULTURED MARINE EUKARYOTE	11.4532427253147	79	14.4977756	0.0235166
256318	species	METAGENOME	10.083175402412	33	30.5550770	0.0098234
9986	species	ORYCTOLAGUS CUNICULUS	9.48834927832574	296	3.2055234	0.0881128
1104610	species	MICROGENOMATES BACTERIUM SCGC AAA011 B20	8.7751872602539	46	19.0764940	0.0136932
72520	species	NANNOCHLOROPSIS GADITANA	8.74098504829398	149	5.8664329	0.0443541
1047006	species	OMNITROPHICA BACTERIUM SCGC AAA252 B19	8.1192562244327	51	15.9201102	0.0151816
9365	species	ERINACEUS EUROPAEUS	8.06183485385023	594	1.3572113	0.1768210
9371	species	ECHINOPS TELFAIRI	8.037538875048	500	1.6075078	0.1488392
111527	species group	PSEUDOMALLEI GROUP	7.98853551211541	32	24.9641735	0.0095257
33695	species	TUBULINOSEMA KINGI	7.66659003899889	98	7.8230511	0.0291725
415603	species	INFUNDIBULOMYCES SP. NR 2006A	7.52302972413323	94	8.0032231	0.0279818
187300	species	UNCULTURED DINOFLAGELLATE	7.45844412408353	49	15.2213145	0.0145862
