Object_ID, Length, Assignment
C07.8,301,5061
C07.54,300,5061
C07.76,302,85698
C07.160,302,5061
C07.178,301,186538
C07.203,302,5661
C07.207,302,5661
C07.275,302,5661
C07.286,302,5061
C07.332,301,5661
C07.355,302,5061
C07.372,301,5061
C07.380,301,5661
C07.450,302,5061
C07.468,301,5061
C07.490,300,5061
C07.548,302,5061
C07.581,302,632
C07.602,302,5661
C07.652,301,35703
C07.817,300,5061
C07.882,302,186538
C07.908,301,5661
C07.916,302,5661
C07.941,284,5661
C07.946,302,5061
C07.1035,302,5661
C07.1080,301,5661
C07.1208,300,5661
C07.1275,301,5661
C07.1292,302,5061
C07.1393,300,5661
C07.1406,301,85698
C07.1574,301,85698
C07.1594,302,5061
C07.1679,302,5661
C07.1722,194,186538
C07.1808,301,5661
C07.1992,301,85698
C07.1997,302,5061
C07.1998,301,5061
C07.2078,302,5061
C07.2145,299,5661
C07.2189,302,186538
C07.2216,301,5061
C07.2432,301,5061
C07.2433,300,5661
C07.2691,301,5661
C07.2721,301,5661
C07.2740,302,85698
C07.2763,302,85698
C07.2946,278,5661
C07.2949,302,5661
C07.3004,301,5061
C07.3053,302,5061
C07.3096,301,5661
C07.3097,302,5661
C07.3104,300,5661
C07.3250,301,5661
C07.3395,301,5061
C07.3404,296,186538
C07.3409,301,5661
C07.3437,302,5661
C07.3457,300,5061
C07.3573,302,5061
C07.3688,301,5661
C07.3763,301,5661
C07.3907,301,5661
C07.3918,302,5061
C07.3951,301,5661
C07.3992,301,672
C07.4013,301,5661
C07.4076,299,5061
C07.4097,302,5061
C07.4182,301,5661
C07.4204,299,5661
C07.4253,301,13373
C07.4267,301,5061
C07.4318,301,5661
C07.4418,199,11029
C07.4427,302,5061
C07.4471,300,5061
C07.4507,299,5061
C07.4619,301,5661
C07.4624,301,5661
C07.4647,300,584
C07.4741,301,5061
C07.4852,301,5661
C07.4854,301,5661
C07.4864,302,85698
C07.5006,302,5061
C07.5012,299,5061
C07.5115,302,186538
C07.5264,301,85698
C07.5297,300,5661
C07.5328,301,5061
C07.5390,301,584
C07.5477,300,5661
C07.5545,302,5061
C07.5564,296,5061
C07.5594,302,186538
