Object_ID, Length, Assignment
C09.82,301,85698
C09.497,302,5061
C09.537,302,5061
C09.605,302,5661
C09.637,301,5661
C09.685,302,13373
C09.745,302,5661
C09.776,301,5061
C09.825,301,186538
C09.976,301,13373
C09.1019,300,5661
C09.1040,302,5661
C09.1042,301,5061
C09.1066,302,5061
C09.1105,300,5661
C09.1116,301,5661
C09.1170,302,5061
C09.1206,301,5061
C09.1211,302,5061
C09.1244,302,585
C09.1260,302,5061
C09.1287,301,5661
C09.1365,301,5661
C09.1647,301,5061
C09.1653,300,5661
C09.1832,302,85698
C09.1851,302,5061
C09.1903,302,5661
C09.2243,282,5661
C09.2248,302,5661
C09.2253,301,5061
C09.2317,302,5061
C09.2377,296,5061
C09.2403,225,11029
C09.2408,300,5661
C09.2435,301,5061
C09.2511,301,5061
C09.2533,120,186538
C09.2535,301,5661
C09.2638,300,5661
C09.2787,301,5061
C09.2821,302,5061
C09.2822,300,5061
C09.2893,300,5661
C09.3035,301,5061
C09.3178,302,5661
C09.3205,302,5661
C09.3273,302,5661
C09.3501,302,5661
C09.3525,300,5061
C09.3613,302,5661
C09.3638,301,85698
C09.3651,302,5061
C09.3685,301,5061
C09.3727,301,5061
C09.3734,302,1484157
C09.3760,301,5061
C09.3942,302,5661
C09.4023,302,5661
C09.4210,302,5661
C09.4232,301,5061
C09.4253,300,5661
C09.4276,230,5661
C09.4329,301,5061
C09.4438,301,5661
C09.4451,301,5061
C09.4570,301,5061
C09.4699,302,5661
C09.4706,300,5661
C09.4734,301,5061
C09.4740,301,5661
C09.4798,302,5661
C09.4836,301,5661
C09.4840,302,5061
C09.4879,268,5661
C09.4995,302,5061
C09.4999,302,11029
C09.5021,298,5661
C09.5048,298,632
C09.5105,302,5061
C09.5117,301,5061
C09.5163,302,5061
C09.5394,302,186538
C09.5430,302,5061
C09.5437,302,5661
C09.5443,301,5661
C09.5524,302,5061
C09.5571,214,5661
C09.5580,302,5061
C09.5707,302,85698
C09.5710,300,5061
C09.5737,300,5661
C09.5753,299,5061
C09.5780,302,5661
C09.5864,212,5061
C09.5872,301,5661
C09.5951,302,85698
C09.5980,301,5661
C09.5997,302,5061
C09.6066,300,5661
C09.6135,300,5661
C09.6149,302,5661
C09.6311,301,5061
C09.6359,301,85698
C09.6452,299,5061
C09.6482,142,1280
C09.6590,302,5661
C09.6646,292,5061
C09.6692,300,5061
C09.6712,302,5061
C09.6714,252,186538
C09.6750,302,85698
C09.6791,195,11029
C09.6914,282,5061
C09.6945,302,85698
C09.6966,301,5661
C09.6972,301,5061
C09.7099,300,5661
C09.7104,302,5661
C09.7266,302,730
C09.7313,300,5661
C09.7349,300,5061
C09.7457,302,5661
C09.7467,302,5661
C09.7472,238,186538
C09.7536,301,5661
C09.7554,301,5661
C09.7563,302,5661
C09.7581,299,5661
C09.7584,301,5061
C09.7607,236,186538
C09.7688,300,5661
C09.7698,301,5661
C09.7708,302,5661
C09.7754,302,5661
C09.7842,301,5661
C09.7904,301,5661
C09.7906,302,5661
C09.8011,300,5661
C09.8019,302,263
C09.8030,299,5061
C09.8169,160,5661
C09.8394,302,5661
C09.8437,302,85698
C09.8602,302,5661
C09.8625,112,5661
C09.8639,302,5661
C09.8657,300,5661
C09.8658,302,13373
C09.8667,301,5661
C09.8676,300,5661
C09.8691,300,5661
C09.8728,302,5061
C09.8742,301,5661
C09.8780,302,5661
C09.8788,302,5661
C09.8905,300,5061
C09.8923,301,5061
C09.9089,301,5661
C09.9117,301,5061
C09.9136,301,186538
C09.9139,300,5661
C09.9220,300,5061
C09.9273,296,5061
C09.9357,301,5061
C09.9382,302,186538
C09.9642,258,5661
C09.9647,302,5061
C09.9649,298,28152
C09.9845,302,5061
C09.9862,302,5061
C09.9932,302,5061
C09.9977,299,40324
C09.10024,301,5661
C09.10053,301,5661
C09.10060,302,5061
C09.10094,300,85698
C09.10161,302,5061
C09.10233,302,5061
C09.10250,302,5661
C09.10253,301,263
C09.10267,301,5061
C09.10322,302,85698
C09.10345,300,5061
C09.10415,300,85698
C09.10439,301,5061
C09.10526,288,5061
C09.10565,299,186538
C09.10614,302,186538
C09.10656,260,5661
C09.10735,302,5661
C09.10772,301,5661
C09.10840,299,5661
C09.10854,302,5061
C09.10860,192,5061
C09.10894,302,5061
C09.10913,302,5061
C09.10978,206,1280
C09.11032,301,5061
C09.11078,302,186538
C09.11079,299,585
C09.11361,302,5661
C09.11504,286,5061
C09.11526,302,5061
C09.11660,300,5061
C09.11673,278,5061
C09.11733,302,186538
C09.11743,301,5661
C09.11836,301,5061
C09.11854,299,5061
C09.11866,301,186538
C09.11886,300,5661
C09.11985,300,5061
C09.12132,299,5661
C09.12160,301,5661
C09.12318,301,5661
C09.12319,300,85698
C09.12362,300,5661
C09.12520,146,5661
C09.12583,206,186538
C09.12644,302,5061
C09.12646,302,5661
C09.12702,301,5661
C09.12833,302,5061
C09.12901,162,5661
C09.12992,302,5661
C09.13290,302,632
C09.13304,302,5661
C09.13391,302,5661
C09.13396,301,5061
C09.13407,302,85698
C09.13408,301,5661
C09.13438,302,186538
C09.13581,302,5061
C09.13759,301,5061
C09.13765,301,5661
C09.13792,301,5061
C09.13931,302,85698
C09.14047,300,5661
C09.14078,301,5661
C09.14149,301,186538
C09.14200,301,5661
C09.14228,302,5661
C09.14231,302,5661
C09.14277,300,5061
C09.14347,302,5061
C09.14438,302,5061
C09.14446,302,5661
C09.14599,301,85698
C09.14608,301,5061
C09.14613,298,28152
C09.14676,302,5061
C09.14687,300,5061
C09.14736,300,5661
C09.14768,301,5061
C09.14934,152,186538
C09.15045,301,5661
C09.15046,301,5061
C09.15047,302,5061
C09.15124,299,5661
C09.15154,302,5661
C09.15316,301,5061
C09.15325,300,5661
C09.15337,300,186538
C09.15561,300,5661
C09.15629,301,186538
C09.15703,302,5661
C09.15711,301,5061
C09.15782,302,5661
C09.15806,301,5061
C09.15810,302,5061
C09.15968,300,5061
C09.16046,299,11029
C09.16054,300,186538
C09.16061,301,186538
C09.16068,301,5661
C09.16076,302,5061
C09.16201,302,5061
C09.16255,302,623
C09.16363,300,5061
C09.16377,146,5661
C09.16441,301,5061
C09.16451,302,5061
C09.16455,302,5061
C09.16500,300,5061
C09.16549,301,186538
C09.16553,302,5661
C09.16590,301,5061
C09.16593,302,5061
C09.16616,302,5661
C09.16675,301,5061
C09.16728,302,5661
C09.16910,300,5061
C09.17102,301,5061
C09.17133,302,186538
C09.17158,302,5661
C09.17193,302,632
C09.17219,302,5661
C09.17326,302,5061
C09.17506,302,85698
C09.17564,302,615
C09.17684,301,186538
C09.17765,302,5061
C09.18066,302,5661
C09.18126,297,186538
C09.18292,302,5661
C09.18332,295,5061
C09.18338,300,85698
C09.18534,302,5661
C09.18568,298,732
C09.18695,302,5061
C09.18698,301,5661
C09.18728,302,5661
C09.18733,302,186538
C09.18784,301,5661
C09.18834,300,186538
C09.18853,301,85698
C09.18866,301,5661
C09.18883,296,5061
C09.18907,299,5661
C09.18949,302,5061
C09.18999,152,186538
C09.19092,301,5061
C09.19093,300,5661
C09.19104,302,5661
C09.19124,302,85698
