TaxaID	Taxonomic_Rank	Name	Count	Probability	Proportion_Classified(%)
157820	species	UNCULTURED PRASINOPHYCEAE	0.8678973725805	14	6.1992669	0.0033181
156406	species	UNCULTURED SPIROCHETE	0.8573657377397	8	10.7170717	0.0018960
174415	species	LICHINACEAE SP. MIES 12989	0.857132986062	9	9.5236998	0.0021331
931554	species	COPROMYXA PROTEA	0.8540488301655	5	17.0809766	0.0011850
196593	species	LEIDYANA MIGRATOR	0.8530358331171	6	14.2172639	0.0014220
703762	species	WAMINOA SP. MAJA1	0.8493619251056	6	14.1560321	0.0014220
114909	species	TURBATRIX ACETI	0.847388066647	1	84.7388067	0.0002370
332170	species	ZOROTYPUS SP. VN	0.845671408512	8	10.5708926	0.0018960
209927	species	LIPOSCELIS PAETA	0.844711852516	2	42.2355926	0.0004740
3055	species	CHLAMYDOMONAS REINHARDTII	0.838300343577186	294	0.2851362	0.0696798
379532	species	PROPITHECUS COQUERELI	0.83320250147387	44	1.8936420	0.0104283
8797	species	RHEA AMERICANA	0.83199782164625	167	0.4982023	0.0395800
332169	species	ZOROTYPUS SP. MY1	0.83071114176	7	11.8673020	0.0016590
103983	species	PARVILUCIFERA INFECTANS	0.8284745879662	4	20.7118647	0.0009480
191595	species	AMBLYOSPORA CINEREI	0.820393285598	19	4.3178594	0.0045031
316143	species	PSENES CYANOPHRYS	0.8146898679764	18	4.5260548	0.0042661
345466	species	PETRICOLARIA PHOLADIFORMIS	0.813506139953	2	40.6753070	0.0004740
5755	species	ACANTHAMOEBA CASTELLANII	0.81013700091	224	0.3616683	0.0530894
54658	species	UMBONIA CRASSICORNIS	0.808465607886	44	1.8374218	0.0104283
172733	species	UNCULTURED CLOSTRIDIALES BACTERIUM	0.8064739566842	13	6.2036458	0.0030811
388225	species	DIPLOPSALIS LEBOURAE	0.806448278106	4	20.1612070	0.0009480
784	species	ORIENTIA TSUTSUGAMUSHI	0.805129687032	3270	0.0246217	0.7750101
133835	species	UNCULTURED BACTERIUM KF JG30 B11	0.802931125503	1	80.2931126	0.0002370
1437839	species	MYCOBACTERIUM PHAGE ECHILD	0.8023497355785	8	10.0293717	0.0018960
768836	species	LOXOSOMELLA VIVIPARA	0.801575942407	4	20.0393986	0.0009480
671079	species	BROTOGERIS CYANOPTERA	0.7984195054589	4	19.9604876	0.0009480
92950	species	CLADOSPORIUM SPHAEROSPERMUM	0.798218783513825	50	1.5964376	0.0118503
418346	species	SPHAERODOROPSIS ANAE	0.795807593803	2	39.7903797	0.0004740
43179	species	ICTIDOMYS TRIDECEMLINEATUS	0.79548593728983	20	3.9774297	0.0047401
544561	species	UNCULTURED VANNELLIDAE	0.79534549474	3	26.5115165	0.0007110
358574	species	UNCULTURED MICROORGANISM	0.794668526525	2	39.7334263	0.0004740
317556	species	POMPHORHYNCHUS BULBOCOLLI	0.792838767395	1	79.2838767	0.0002370
13676	species	SCOMBER JAPONICUS	0.7913950748072	141	0.5612731	0.0334179
147466	species	EMEUS CRASSUS	0.78718253022	12	6.5598544	0.0028441
5735	species	HYPOTRICHOMONAS ACOSTA	0.786518297074	316	0.2488982	0.0748939
174424	species	JENMANIA GOEBELII	0.786501560058	9	8.7389062	0.0021331
658086	species	LACHNOSPIRACEAE BACTERIUM 3_1_57FAA_CT1	0.786089067583	2	39.3044534	0.0004740
883280	species	HALALAIMUS SP. BCA25	0.781136235084	4	19.5284059	0.0009480
138074	species	SERRATIA SYMBIOTICA	0.780126955554	2	39.0063478	0.0004740
655464	species	HALOTERRIGENA SP. EZB3	0.779902151878	1	77.9902152	0.0002370
151593	species	UNCULTURED MARINE ACANTHAREAN DH147 EKD17	0.776201849319	1	77.6201849	0.0002370
263836	species	LEIOSPOROCEROS DUSSII	0.773425268972	4	19.3356317	0.0009480
197648	species	ECHINAMOEBA THERMARUM	0.7724845181189	8	9.6560565	0.0018960
402404	species	ODAXOTHRISSA VITTATA	0.7695527284488	17	4.5267808	0.0040291
463705	species	UNCULTURED BANISVELD EUKARYOTE	0.769065232244	13	5.9158864	0.0030811
299298	species	PHYSOPELTA QUADRIGUTTATA	0.76730585046	2	38.3652925	0.0004740
159715	species	PATAGONOTOTHEN BREVICAUDA	0.7663194456311	12	6.3859954	0.0028441
670289	species	ADHAERIBACTER AEROLATUS	0.762601841803	2	38.1300921	0.0004740
29758	species	RAFFLESIA KEITHII	0.760930259657	8	9.5116282	0.0018960
400656	species	BACILLUS SP. KA 25	0.7607380773873	6	12.6789680	0.0014220
118000	species	DENITROVIBRIO ACETIPHILUS	0.758447872401367	16	4.7402992	0.0037921
221497	species	DESULFUROCOCCALES ARCHAEON 121	0.756435301838	1	75.6435302	0.0002370
365054	species	ILISHA ELONGATA	0.7541183838771	5	15.0823677	0.0011850
637493	species	MICROSPORIDIUM SP. MIC1	0.75367127356198	13	5.7974713	0.0030811
159342	species	PLACIDIA CAFETERIOPSIS	0.751446557167	5	15.0289311	0.0011850
573653	species	UNCULTURED EUGLENOZOAN	0.751394572916	5	15.0278915	0.0011850
496924	species	FISH METAGENOME	0.748097841148	1	74.8097841	0.0002370
59808	species	ACRICOTOPUS LUCENS	0.747052840974	14	5.3360917	0.0033181
460191	species	ENTEROMONAS SP. GECA2	0.7466459570901	8	9.3330745	0.0018960
3352	species	PINUS TAEDA	0.746028961564	272	0.2742754	0.0644657
7245	species	DROSOPHILA YAKUBA	0.7438161526148	333	0.2233682	0.0789230
146330	species	HEPATOZOON SP. BOIGA	0.742738683963	6	12.3789781	0.0014220
558848	species	CHLOROPARVA PANNONICA	0.741244486033	1	74.1244486	0.0002370
311568	species	OPERCULINA ELEGANS	0.741147891919	5	14.8229578	0.0011850
433412	species	SELLAPHORA CAPITATA	0.740046991235	1	74.0046991	0.0002370
663229	species	ELLOBIOPSIS CHATTONII	0.7383979118426	4	18.4599478	0.0009480
222885	species	BRYOPSIS HYPNOIDES	0.7359852872125	5	14.7197057	0.0011850
146626	species	BUELLIA GEORGEI	0.7355486560248	32	2.2985896	0.0075842
1396	species	BACILLUS CEREUS	0.7288707011608	672	0.1084629	0.1592681
28187	species	ACETOHALOBIUM ARABATICUM	0.727596523825667	41	1.7746257	0.0097173
431358	species	FRUSTULIA VULGARIS	0.727034210923	6	12.1172368	0.0014220
1046989	species	PARCUBACTERIA BACTERIUM SCGC AAA011 J21	0.7219830775959	5	14.4396616	0.0011850
66791	species	GONYAULAX SPINIFERA	0.7177573616416	16	4.4859835	0.0037921
19	species	PELOBACTER CARBINOLICUS	0.717501484884	68999	0.0010399	16.3531865
346045	species	AMYCOLATOPSIS BENZOATILYTICA	0.716447076046	1	71.6447076	0.0002370
33029	species	ANAEROCOCCUS HYDROGENALIS	0.71600415706	12	5.9667013	0.0028441
1432327	species	CANDIDATUS MICROGENOMATUS AURICOLA	0.712813022704983	31	2.2993968	0.0073472
170418	species	HALIMEDA HUMMII	0.7095854822335	6	11.8264247	0.0014220
84346	species	SPELEONECTES TULUMENSIS	0.708065837901	7	10.1152263	0.0016590
51642	species	NITROSOCOCCUS MOBILIS	0.70756964483	5	14.1513929	0.0011850
86027	species	UNCULTURED BETA PROTEOBACTERIUM	0.701048484776	18	3.8947138	0.0042661
5787	species	DICTYOSTELIUM GIGANTEUM	0.699274826868	361	0.1937049	0.0855592
238048	species	BOSMAELLA JAPONICA	0.6970646456089	5	13.9412929	0.0011850
121240	species	EUKARYOTE CLONE OLI11041	0.691919997991	2	34.5959999	0.0004740
71600	species	GRAPHIS SCRIPTA	0.689546976239	24	2.8731124	0.0056881
120	species	PLANCTOMYCES LIMNOPHILUS	0.684307557482	7761	0.0088173	1.8394046
8823	species	APTERYX HAASTII	0.68376546039479	239	0.2860943	0.0566445
496922	species	CORAL METAGENOME	0.6814075478471	2	34.0703774	0.0004740
13686	species	SOLENOPSIS INVICTA	0.680884661544	92	0.7400920	0.0218046
316	species	PSEUDOMONAS STUTZERI	0.680366706293	3304	0.0205922	0.7830683
551665	species	REOPHAX SP. JP 2008	0.678172235218	6	11.3028706	0.0014220
56927	species	LEPIDOZIA REPTANS	0.67812484945	8	8.4765606	0.0018960
471120	species	MYLONCHULUS MULVEYI	0.6754139543441	12	5.6284496	0.0028441
441545	species	HEPATOZOON SP. SQUIRREL 1	0.673393798951	6	11.2232300	0.0014220
344338	species	UNCULTURED FIRMICUTES BACTERIUM	0.6678658540417	7	9.5409408	0.0016590
826	species	SEBALDELLA TERMITIDIS	0.666666666666667	3439	0.0193855	0.8150641
87106	species	THRAUSTOCHYTRIUM STRIATUM	0.665687791415	57	1.1678733	0.0135093
9874	species	ODOCOILEUS VIRGINIANUS	0.664280608640118	269	0.2469445	0.0637547
754351	species	APODEMUS CHEJUENSIS	0.663931451512912	32	2.0747858	0.0075842
311119	species	SWAMPOMYCES CLAVATISPORA	0.661402489311	4	16.5350622	0.0009480
7260	species	DROSOPHILA WILLISTONI	0.6592687010437	260	0.2535649	0.0616216
498005	species	NOLANDELLA SP. ATCC 50913	0.659253925726	6	10.9875654	0.0014220
559930	species	HENNEGOIDES PANGASII	0.65569016341	3	21.8563388	0.0007110
195049	species	UNCULTURED CLOSTRIDIACEAE BACTERIUM	0.6544087301972	4	16.3602183	0.0009480
35170	species	CORALLINA OFFICINALIS	0.6537259565748	32	2.0428936	0.0075842
35839	species	HOLOPHAGA FOETIDA	0.65225845435735	66	0.9882704	0.0156424
415993	species	GAMMA PROTEOBACTERIUM L101	0.652018188281	2	32.6009094	0.0004740
103896	species	SCLERAULOPHORUS CEPHALATUS	0.6506166516849	8	8.1327081	0.0018960
127148	species	CAECITELLUS PARVULUS	0.6479232065339	7	9.2560458	0.0016590
517206	species	ASPIDISCA ORTHOPOGON	0.647849585573	1	64.7849586	0.0002370
938288	species	CLOSTRIDIALES BACTERIUM 9401234	0.644780482155	1	64.4780482	0.0002370
8005	species	ELECTROPHORUS ELECTRICUS	0.6444340332488	290	0.2222186	0.0687318
332368	species	CALLYNTRURA SP. YX 2005	0.643617780914	7	9.1945397	0.0016590
5730	species	TETRATRICHOMONAS GALLINARUM	0.64247816546	292	0.2200268	0.0692058
466817	species	STROPHOPTERYX APPALACHIA	0.642147988665	5	12.8429598	0.0011850
239963	species	PONTELLINA PLUMATA	0.641904756725	10	6.4190476	0.0023701
560173	species	STEINERNEMA SP. 1390	0.641315317401	3	21.3771772	0.0007110
326547	species	MARINOMONAS SP. BSI20101	0.640801094188	3	21.3600365	0.0007110
5811	species	TOXOPLASMA GONDII	0.64038286698115	381	0.1680795	0.0902993
110365	species	GREGARINA NIPHANDRODES	0.6366476959657	26	2.4486450	0.0061622
81497	species	MYXOBOLUS PORTUCALENSIS	0.635943242143	6	10.5990540	0.0014220
691795	species	ETHMIDIUM MACULATUM	0.63459967276405	8	7.9324959	0.0018960
645015	species	PROCYLIOSOMA LEAE	0.633868094145	5	12.6773619	0.0011850
325080	species	VANNELLA SP. STRAIN RSL/I	0.630505770588	1	63.0505771	0.0002370
104778	species	SEISON NEBALIAE	0.628695804579	3	20.9565268	0.0007110
61862	species	PLECOTUS AURITUS	0.627613181591	3	20.9204394	0.0007110
415893	species	UNCULTURED TELONEMA	0.625124648659	1	62.5124649	0.0002370
338304	species	PROBLOGNATHIA MINIMA	0.625078233957	1	62.5078234	0.0002370
162285	species	TRIGONOSTOMUM PENICILLATUM	0.623753299065	1	62.3753299	0.0002370
469764	species	ACTUS SALVADORICUS	0.6183998365022	7	8.8342834	0.0016590
297410	species	EINARELLA ARGILLOPHYLA	0.618246316654	1	61.8246317	0.0002370
79883	species	BACILLUS HORIKOSHII	0.616865595862	46	1.3410122	0.0109023
386439	species	PARVICAPSULA KABATAI	0.6156880032038	3	20.5229334	0.0007110
324688	species	UNCULTURED MARINE PICOPLANKTON	0.6148752962967	7	8.7839328	0.0016590
464988	species	HEMISELMIS ANDERSENII	0.614552836528767	16	3.8409552	0.0037921
404737	species	UNCULTURED CERCOMONAD	0.6143877423465	7	8.7769677	0.0016590
78945	species	UNCULTURED SYNTROPHORHABDACEAE BACTERIUM SJA 51	0.614307397191	7	8.7758200	0.0016590
261658	species	DICTYOSTELIUM FASCICULATUM	0.6139372079512	5	12.2787442	0.0011850
565118	species	EUGLENA ADHAERENS	0.613391774166	4	15.3347944	0.0009480
574845	species	SPUMELLA SP. 9 10 C1	0.613106237789	2	30.6553119	0.0004740
449395	species	PARVICAPSULA BICORNIS	0.6127037334788	4	15.3175933	0.0009480
182956	species	UNCULTURED ACANTHAREAN	0.6109498955543	8	7.6368737	0.0018960
1624	species	LACTOBACILLUS SALIVARIUS	0.6064151730353	495	0.1225081	0.1173180
223185	species	UNCULTURED THIOTHRIX SP.	0.603916167767	14	4.3136869	0.0033181
723919	species	HEXAMASTIX COERCENS	0.60298996893188	6	10.0498328	0.0014220
178541	species	HALICLONA CINEREA	0.60262661654	2	30.1313308	0.0004740
55529	species	GUILLARDIA THETA	0.600969713883833	17	3.5351160	0.0040291
104657	species	WOBBLIA LUNATA	0.597490361581	2	29.8745181	0.0004740
199737	species	UNCULTURED LATESCIBACTERIA BACTERIUM	0.596318812173	6	9.9386469	0.0014220
180410	species	BUELLIA ZOHARYI	0.5949779939817	17	3.4998706	0.0040291
31481	species	HILDENBRANDIA RUBRA	0.593439588886	5	11.8687918	0.0011850
96661	species	RHABDITOIDES INERMIS	0.592822310442	41	1.4459081	0.0097173
136499	species	PHALANSTERIUM SOLITARIUM	0.592779784395	9	6.5864420	0.0021331
13776	species	UNIDENTIFIED ARCHAEON	0.591500372758	13	4.5500029	0.0030811
136180	species	ACARTIA TONSA	0.5911942646158	6	9.8532377	0.0014220
487648	species	PHAEOSPHAERIA ROUSSELIANA	0.589016912931	2	29.4508456	0.0004740
373995	species	TENUALOSA ILISHA	0.5887712381044	9	6.5419026	0.0021331
215771	species	DISCOPLASTIS SPATHIRHYNCHA	0.584342821079	3	19.4780940	0.0007110
297798	species	ETHMALOSA FIMBRIATA	0.5832404734416	8	7.2905059	0.0018960
332171	species	ZOROTYPUS SP. MY2	0.582274194625	5	11.6454839	0.0011850
56546	species	MYXIDIUM LIEBERKUEHNI	0.582258684426	16	3.6391168	0.0037921
293674	species	RHABDITIS CF. TERRICOLA JH 2004	0.582056255716	3	19.4018752	0.0007110
593506	species	HALOMONAS SP. SEAH AS8W	0.580301821017	12	4.8358485	0.0028441
428327	species	DUBOSCQUELLA SP. ISHIKARI/2003	0.579878413276	1	57.9878413	0.0002370
140742	species	EPIPHRAGMA FASCIAPENNE	0.578198518831	2	28.9099259	0.0004740
501720	species	THRYSSA BAELAMA	0.5762814688107	6	9.6046911	0.0014220
496878	species	HEXAMASTIX MITIS	0.5756203531746	6	9.5936726	0.0014220
79792	species	CYLINDROSTOMA FINGALIANUM	0.575007143867	40	1.4375179	0.0094802
8996	species	NUMIDA MELEAGRIS	0.574553705081415	258	0.2226952	0.0611476
981317	species	CERCOZOA SP. ATCC 50530	0.573259303772	6	9.5543217	0.0014220
645985	species	ZOOSPHAERIUM SP. BROWN	0.57042694444	5	11.4085389	0.0011850
866546	species	SCHIZOSACCHAROMYCES CRYOPHILUS	0.5694305317655	4	14.2357633	0.0009480
1404	species	BACILLUS MEGATERIUM	0.5692536196047	654	0.0870418	0.1550020
35556	species	PELLIODITIS TYPICA	0.5687168488548	24	2.3696535	0.0056881
5868	species	BABESIA MICROTI	0.568439620802	448	0.1268838	0.1061788
261844	species	PROTOPERIDINIUM EXCENTRICUM	0.568346452616	2	28.4173226	0.0004740
552398	species	RUMINOCOCCACEAE BACTERIUM D16	0.5680769652273	9	6.3119663	0.0021331
5871	species	BABESIA CABALLI	0.566699317469	304	0.1864142	0.0720499
201153	species	CARPEDIEMONAS MEMBRANIFERA	0.56411057002801	2	28.2055285	0.0004740
148097	species	CANDIDA ASIATICA	0.563921611659	5	11.2784322	0.0011850
473157	species	PELLIODITIS SP. JU274	0.563261744813	2	28.1630872	0.0004740
682182	species	XENORHABDUS SP. KB 3	0.562995741097	2	28.1497871	0.0004740
449393	species	FRESHWATER METAGENOME	0.5623689576267	13	4.3259151	0.0030811
381606	species	BARBONYMUS GONIONOTUS	0.5609517913073	10	5.6095179	0.0023701
76775	species	MALASSEZIA RESTRICTA	0.55952770646275	21	2.6644176	0.0049771
33178	species	ASPERGILLUS TERREUS	0.558994537723	57	0.9806922	0.0135093
765890	species	UNCULTURED ARCELLINIDA	0.558949433926	1	55.8949434	0.0002370
329652	species	UNCULTURED MARINE ALVEOLATE	0.556248945809	3	18.5416315	0.0007110
57456	species	OTOPLANA SP.	0.5547634402804	11	5.0433040	0.0026071
9258	species	ORNITHORHYNCHUS ANATINUS	0.554727006742612	472	0.1175269	0.1118669
64526	species	UMBELOPSIS NANA	0.550984700665	17	3.2410865	0.0040291
66478	species	HENNEGUYA EXILIS	0.5505258460464	63	0.8738505	0.0149314
689905	species	TISSIERELLA SP. LBN 299	0.549212960181	1	54.9212960	0.0002370
121270	species	EUKARYOTE CLONE OLI11150	0.547088989023	14	3.9077785	0.0033181
198240	species	UNCULTURED METHANOGENIC ARCHAEON	0.546792021117	2	27.3396011	0.0004740
421088	species	LACTOCOCCUS SP. G23	0.545431579385	1	54.5431579	0.0002370
148466	species	UNIDENTIFIED HAILAER SODA LAKE BACTERIUM Z1	0.545373705963	2	27.2686853	0.0004740
96764	species	EUGLENA AGILIS	0.545264942076	3	18.1754981	0.0007110
315741	species	UNCULTURED METOPID CILIATE	0.543825150883	3	18.1275050	0.0007110
36107	species	THELEPUS CINCINNATUS	0.543001301625	24	2.2625054	0.0056881
224713	species	DOROSOMA PETENENSE	0.5425259437886	4	13.5631486	0.0009480
630	species	YERSINIA ENTEROCOLITICA	0.541634666461	3693	0.0146665	0.8752637
139422	species	PARMIDIUM SCUTULUM	0.5411966482695	9	6.0132961	0.0021331
63924	species	CARENUM INTERRUPTUM	0.539895857071	4	13.4973964	0.0009480
189428	species	FLABELLIA PETIOLATA	0.5395949416797	9	5.9954994	0.0021331
238910	species	EPHELOTA SP. OOS 2003	0.538127357854	1	53.8127358	0.0002370
62264	species	UNCULTURED EUBACTERIUM H1.2.F	0.537639624141	9	5.9737736	0.0021331
186757	species	EUGLENA SP. BAPS 3 2000	0.536956561403	3	17.8985520	0.0007110
151776	species	UNCULTURED MARINE LABYRINTHULID DH147 EKD10	0.53592662656	2	26.7963313	0.0004740
686568	species	COILIA LINDMANI	0.5357233197023	7	7.6531903	0.0016590
33085	species	ENTAMOEBA INVADENS	0.53481790040184	29	1.8441997	0.0068732
170969	species	UNCULTURED NITROSPIRAE BACTERIUM	0.531232188005	4	13.2808047	0.0009480
167965	species	UNCULTURED TERMITE GROUP 1 BACTERIUM	0.5311714069074	4	13.2792852	0.0009480
104090	species	SPIROTRICHONYMPHA SP. HS1	0.531087394652	5	10.6217479	0.0011850
61965	species	GIARDIA MICROTI	0.5294145072015	9	5.8823834	0.0021331
136094	species	THERMOCRINIS ALBUS	0.528307246968537	12	4.4025604	0.0028441
190070	species	DICELLOMYCES SCIRPI	0.52657218248	1	52.6572182	0.0002370
106119	species	AURANTIACTINOMYXON MISSISSIPPIENSIS	0.5254419210293	7	7.5063132	0.0016590
108414	species	HENNEGUYA ICTALURI	0.5237299199782	7	7.4818560	0.0016590
35862	species	ACETABULARIA PENICULUS	0.523716577646	39	1.3428630	0.0092432
707164	species	CYPHODERIA LITTORALIS	0.523359556657	4	13.0839889	0.0009480
650295	species	PYXINIA CRYSTALLIGERA	0.5230496143314	3	17.4349871	0.0007110
76315	species	CAULERPA SERTULARIOIDES	0.522525717836	42	1.2441089	0.0099543
313618	species	STAINFORTHIA FUSIFORMIS	0.521737397334	5	10.4347479	0.0011850
321164	species	SCOMBEROMORUS NIPHONIUS	0.5209428857171	4	13.0235721	0.0009480
496876	species	HONIGBERGIELLA RUMINANTIUM	0.51685258924	3	17.2284196	0.0007110
36878	species	HYMENOBACTER OCELLATUS	0.514733807338	8	6.4341726	0.0018960
38241	species	GLOBICEPHALA MACRORHYNCHUS	0.51362285585839	17	3.0213109	0.0040291
388228	species	DIPLOPSALOPSIS BOMBA	0.511327613474	3	17.0442538	0.0007110
209118	species	BARILIUS BENDELISIS	0.51063461976575	2	25.5317310	0.0004740
242547	species	GLAESERIA MIRA	0.507570479419	4	12.6892620	0.0009480
56415	species	CANDIDA STELLIMALICOLA	0.50723375989	6	8.4538960	0.0014220
71752	species	GILA CONSPERSA	0.5067244563811	12	4.2227038	0.0028441
30468	species	TINAMUS MAJOR	0.50598928366234	21	2.4094728	0.0049771
402582	species	OBLEA TORTA	0.505260092497	6	8.4210015	0.0014220
54267	species	FUNDULUS DIAPHANUS	0.5039221026435	35	1.4397774	0.0082952
109871	species	BATRACHOCHYTRIUM DENDROBATIDIS	0.50391562860434	8	6.2989454	0.0018960
219608	species	ACETABULARIA FARLOWII	0.502802604329	10	5.0280260	0.0023701
155210	species	ACAULOSPORA SP. W3424	0.502295638651	2	25.1147819	0.0004740
45880	species	HAPLOSPORIDIUM LOUISIANA	0.502283141383	51	0.9848689	0.0120873
82343	species	BLASTOCYSTIS PYTHONI	0.501726793565	39	1.2864790	0.0092432
321763	species	HALARSENATIBACTER SILVERMANII	0.500421019669	2	25.0210510	0.0004740
61391	species	COEMANSIA BRAZILIENSIS	0.5003804487489	19	2.6335813	0.0045031
238794	species	COLLOZOUM INERME	0.4967999751119	11	4.5163634	0.0026071
1088864	species	MYCOBACTERIUM PHAGE BONGO	0.49566019587685	3	16.5220065	0.0007110
764548	subspecies	POLYPTERUS BICHIR BICHIR	0.495431532523	2	24.7715766	0.0004740
10288	species	CHORISTONEURA BIENNIS ENTOMOPOXVIRUS 'L'	0.4938946762877	31	1.5932086	0.0073472
133705	species	ASTASIA CURVATA	0.493364294669	4	12.3341074	0.0009480
759664	species	UNCULTURED DEEP SEA BACTERIUM	0.4925444130622	10	4.9254441	0.0023701
70448	species	OSTREOCOCCUS TAURI	0.4918843936757	8	6.1485549	0.0018960
30082	species	AONIDIELLA AURANTII	0.491602200229	13	3.7815554	0.0030811
82342	species	BLASTOCYSTIS LAPEMI	0.491023431091	16	3.0688964	0.0037921
153809	species	UNCULTURED PROTEOBACTERIUM	0.4892830479372	5	9.7856610	0.0011850
