#Taxon_ID	Taxon_Rank	Taxon_Name	Probability_Mass
Unclassifiable	Unknown	Unknown	486.516511171996
1798534	Unknown	Unknown	136.510472991144
13675	genus	SCOMBER	67.3512886255949
2759	superkingdom	EUKARYOTA	59.0108557113227
2	superkingdom	BACTERIA	42.1259550819065
77133	species	UNCULTURED BACTERIUM	29.4861759677531
33634	no rank	STRAMENOPILES	29.2406896211227
100272	species	UNCULTURED EUKARYOTE	25.6830138365896
186802	order	CLOSTRIDIALES	25.4788809276907
2836	phylum	BACILLARIOPHYTA	18.5928873818386
252962	species	OSCARELLA TUBERCULATA	16.9414732398922
186801	class	CLOSTRIDIA	16.4947111686869
278170	subfamily	BALITORINAE	14.5977527580655
9577	family	HYLOBATIDAE	13.8903884085676
325166	genus	SYMPHALANGUS	13.8903884085676
9590	species	SYMPHALANGUS SYNDACTYLUS	13.8903884085676
10116	species	RATTUS NORVEGICUS	13.3128053596269
6029	phylum	MICROSPORIDIA	12.8732546274345
1224	phylum	PROTEOBACTERIA	12.4666858957417
10114	genus	RATTUS	11.3759053324396
42254	species	SOREX ARANEUS	11.3666661395027
862507	subgenus	MUS	10.7017471298841
10090	species	MUS MUSCULUS	10.7017471298841
10088	genus	MUS	10.7017471298841
9606	species	HOMO SAPIENS	10.1313814939623
10020	species	DIPODOMYS ORDII	9.6633934162326
33154	no rank	OPISTHOKONTA	9.16336745659253
976	phylum	BACTEROIDETES	9.092103602427
357284	species	HOMALOPTERA LEONARDI	8.20112362096725
357283	genus	HOMALOPTERA	8.20112362096725
67820	no rank	MICROGENOMATES	7.8227959358147
314145	superorder	LAURASIATHERIA	7.76591158199871
61392	species	COEMANSIA REVERSA	7.5854847596883
35718	family	CHAETOMIACEAE	7.440664692408
314293	infraorder	SIMIIFORMES	7.36438859260808
376913	suborder	HAPLORRHINI	7.36438859260808
9526	parvorder	CATARRHINI	7.36438859260808
33630	no rank	ALVEOLATA	6.96111973004022
314295	superfamily	HOMINOIDEA	6.78529277429682
33213	no rank	BILATERIA	6.76688118687146
