#Taxon_ID	Taxon_Rank	Taxon_Name	Probability_Mass
Unclassifiable	Unknown	Unknown	3074.69819509168
77133	species	UNCULTURED BACTERIUM	550.777751108043
13675	genus	SCOMBER	389.016776338939
765121	no rank	PROPIONIBACTERIUM ACNES HL082PA2	375.062756621323
152704	species	UNCULTURED STRAMENOPILE	213.807447702764
100272	species	UNCULTURED EUKARYOTE	213.491833819431
562	species	ESCHERICHIA COLI	187.328650495008
765064	no rank	PROPIONIBACTERIUM ACNES HL097PA1	158.559542255858
278170	subfamily	BALITORINAE	108.101444383563
543	family	ENTEROBACTERIACEAE	92.072291706296
9577	family	HYLOBATIDAE	70.9267951347037
325166	genus	SYMPHALANGUS	70.9267951347037
9590	species	SYMPHALANGUS SYNDACTYLUS	70.9267951347037
1747	species	PROPIONIBACTERIUM ACNES	69.7848455421806
203449	species	UNCULTURED MARINE EUKARYOTE	58.8103645489307
405008	species	EUCOMONYMPHA IMLA	51.9006890993796
252962	species	OSCARELLA TUBERCULATA	48.351578842554
314293	infraorder	SIMIIFORMES	45.1160860539785
9526	parvorder	CATARRHINI	45.1160860539785
376913	suborder	HAPLORRHINI	45.1160860539785
9601	species	PONGO ABELII	45.049435299079
314295	superfamily	HOMINOIDEA	43.74310924931
357284	species	HOMALOPTERA LEONARDI	41.904436177204
357283	genus	HOMALOPTERA	41.904436177204
115547	species	UNCULTURED ARCHAEON	41.8145483731382
415603	species	INFUNDIBULOMYCES SP. NR 2006A	40.11115938678
33695	species	TUBULINOSEMA KINGI	40.1105509885143
9443	order	PRIMATES	38.5440101918007
13373	species	BURKHOLDERIA MALLEI	36.7265210211119
111527	species group	PSEUDOMALLEI GROUP	36.5095466700508
10020	species	DIPODOMYS ORDII	36.229287095889
9604	family	HOMINIDAE	36.1617797287015
28450	species	BURKHOLDERIA PSEUDOMALLEI	35.2270743754315
320390	no rank	BURKHOLDERIA MALLEI GB8 HORSE 4	34.8839827420786
9606	species	HOMO SAPIENS	34.588213034906
607660	subfamily	PONGINAE	32.9282075325078
9599	genus	PONGO	32.9282075325078
314146	superorder	EUARCHONTOGLIRES	31.6716561751305
2	superkingdom	BACTERIA	31.608131787706
2759	superkingdom	EUKARYOTA	30.4699720298354
441152	no rank	BURKHOLDERIA PSEUDOMALLEI BCC215	27.5511371222711
187300	species	UNCULTURED DINOFLAGELLATE	27.4677563994137
61392	species	COEMANSIA REVERSA	27.1076797563069
320371	no rank	BURKHOLDERIA PSEUDOMALLEI 1710A	25.6519193005004
4113	species	SOLANUM TUBEROSUM	24.1015365659415
42254	species	SOREX ARANEUS	21.1108424459461
37347	species	TUPAIA BELANGERI	21.0456670803723
1181778	no rank	ESCHERICHIA COLI KTE234	20.7351924182407
763931	species	KOFOIDINIUM CF. PAVILLARDII	20.135904488257
175275	species	UNCULTURED CERCOZOAN	19.5365653337838
314145	superorder	LAURASIATHERIA	19.4080045826847
1090926	no rank	ESCHERICHIA COLI W26	17.052561999397
656437	no rank	ESCHERICHIA COLI TA143	16.6928288162939
554078	species	UNCULTURED RHIZARIA	16.3083565530529
1181739	no rank	ESCHERICHIA COLI KTE193	15.4244894886282
367110	no rank	NEUROSPORA CRASSA OR74A	14.2560666008517
59201	subspecies	SALMONELLA ENTERICA SUBSP. ENTERICA	13.7581003604672
9978	species	OCHOTONA PRINCEPS	13.7118178326073
9371	species	ECHINOPS TELFAIRI	13.0435565973664
315267	species	UNCULTURED FRESHWATER EUKARYOTE	12.8413594564479
187299	species	UNCULTURED CILIATE	12.61974000609
29281	species	UNCULTURED CRENARCHAEOTE	12.2476957378876
9598	species	PAN TROGLODYTES	12.2074589316886
91750	species	UNCULTURED ALPHA PROTEOBACTERIUM	11.9240623599812
191722	species	TRACHELOMONAS OBLONGA	11.9229202917451
136703	species	UNCULTURED RUMEN BACTERIUM	11.8602874001709
34755	subspecies	SAGITTA CRASSA NAIKAIENSIS	11.855246748255
155900	species	UNCULTURED ORGANISM	11.6626976183682
33154	no rank	OPISTHOKONTA	11.6155074689889
34034	species	UNCULTURED DELTA PROTEOBACTERIUM	11.610925543307
27973	species	ENCEPHALITOZOON HELLEM	11.4056784700483
1912216	Unknown	Unknown	11.2028281584917
4751	kingdom	FUNGI	11.1065241113512
413997	no rank	ESCHERICHIA COLI B STR. REL606	11.0733210186617
37762	no rank	ESCHERICHIA COLI B	11.0733210186617
